MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,LIQUIDBETA,UTIAMC - LIQUIDBETA,      1006.70,      1007.06,      1007.06,      1007.03,      1007.04,                100845999.87,100142,30,      1009.78,       997.13,NIFTY 1D RATE INDEX
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1097.27,      1097.63,      1097.65,      1097.63,      1097.63,                238742512.82,217506,99,      1116.24,      1009.94,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       115.76,       115.81,       115.81,       115.79,       115.80,               2134869531.47,18435860,15767,       115.81,       107.56,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,       999.99,      1000.01,      1000.01,       999.99,       999.99,                308648440.26,308648,395,      1025.00,       995.00,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,      1000.00,      1000.01,       999.51,       999.99,                540667802.52,540668,315,      1041.19,       955.00,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1101.63,      1101.95,      1102.03,      1101.95,      1102.01,                257525607.29,233686,300,      1127.08,      1046.56,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,      1000.01,       999.99,      1000.01,       999.99,      1000.00,                  5550033.32,5550,27,      1010.02,       970.23,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1119.96,      1120.31,      1120.33,      1120.31,      1120.33,                 23209543.58,20717,25,      1120.33,      1068.52,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       205.78,       204.13,       204.13,       204.13,       204.13,                      204.13,1,1,       219.10,       183.58,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.10,        21.10,        21.14,        20.88,        20.93,                 13523990.01,642373,212,        22.90,        18.77,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        21.98,        22.13,        22.13,        21.91,        21.98,                 29099069.84,1319509,1115,        26.81,        19.84,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.86,        29.89,        29.89,        29.82,        29.84,                107952623.12,3617915,773,        30.48,        28.13,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        30.42,        30.45,        30.60,        30.38,        30.41,                  4004643.67,131619,194,        31.31,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       207.08,       207.56,       207.56,       207.56,       207.56,                 12446958.08,59968,351,       211.56,       149.74,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        22.26,        22.10,        22.10,        22.10,        22.10,                  9649677.70,436637,473,        35.59,        21.00,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       165.47,       165.42,       165.79,       165.06,       165.23,                  5299652.90,32053,383,       173.11,       140.12,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       163.81,       163.81,       164.10,       163.06,       163.73,                   522985.01,3201,113,       171.58,       138.60,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        79.26,        79.86,        79.86,        79.86,        79.86,                  2061905.34,25819,131,        82.78,        63.19,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        13.29,        13.62,        13.62,        13.28,        13.46,                 20641122.15,1538895,3462,        13.97,         8.70,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        13.20,        13.40,        13.45,        13.20,        13.40,                 76492655.18,5744597,8061,        14.17,         9.20,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        23.63,        23.56,        23.71,        23.54,        23.61,                  1418605.93,59978,142,        24.95,        18.97,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       240.14,       241.04,       241.05,       238.67,       240.15,                157281222.97,654280,6417,       247.15,       190.43,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.68,        11.72,        11.74,        11.65,        11.68,                 10292722.15,879546,3209,        13.00,         9.63,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDBANKADD,DSPAMC - MIDBANKADD,        17.52,        17.52,        17.54,        17.47,        17.50,                   182496.25,10430,24,        18.22,        17.09,BSE MIDSMALL PRIVATE BANKS INDEX
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,        18.52,        18.89,        18.89,        17.90,        18.51,                 12876402.35,695787,940,       183.48,        15.01,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        23.14,        23.14,        23.36,        23.14,        23.28,                    34058.04,1461,23,        25.50,        19.27,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPBETA,UTIAMC-MIDCAPBETA,       234.77,       234.77,       235.82,       232.07,       233.21,                   179832.03,767,33,       240.00,       192.50,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        23.75,        24.23,        24.23,        23.70,        23.73,                 29437846.60,1238138,4406,        24.57,        19.60,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        24.06,        24.54,        24.54,        24.02,        24.06,                 16137788.09,669603,1900,        24.88,        19.89,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,        25.06,        25.06,        25.14,        24.95,        25.01,                  1142951.88,45658,104,       259.02,        24.24,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        19.92,        19.92,        20.05,        19.88,        19.93,                  2747548.82,137616,608,        20.39,        14.55,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        52.03,        52.07,        53.07,        51.70,        51.82,                  7724050.50,148865,728,        53.07,        42.41,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        33.27,        34.10,        34.10,        33.16,        33.21,                  2783498.68,83789,341,        35.65,        27.83,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        56.62,        56.36,        57.50,        56.16,        56.36,                   333230.89,5914,80,        62.00,        42.10,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOBANK10,MOTILALAMC - MOBANK10,        16.90,        17.00,        17.00,        16.85,        16.95,                    14682.08,868,42,        20.00,        15.75,BSE TOP 10 BANKS TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        53.80,        55.14,        55.14,        54.02,        54.50,                 37214197.57,682395,2510,        57.25,        41.31,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,       106.05,       106.90,       107.97,       106.50,       107.14,                370564298.03,3442112,6810,       110.80,        77.80,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        38.31,        38.00,        38.99,        37.86,        38.42,                  4561870.79,118745,534,        43.00,        33.00,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       150.65,       150.55,       153.00,       150.55,       151.75,                  5969146.35,39281,609,       175.00,       101.90,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        65.40,        65.38,        65.70,        65.34,        65.69,                   129963.11,1982,26,        67.33,        60.18,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        52.17,        52.68,        52.68,        51.67,        51.84,                  1617347.98,31140,585,        53.76,        40.79,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        58.66,        58.70,        58.70,        58.45,        58.68,                   107114.18,1827,27,        66.00,        54.60,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        48.74,        48.69,        51.00,        48.65,        49.15,                  1142614.04,23258,63,        53.00,        36.50,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        36.35,        36.09,        36.21,        35.97,        36.12,                   141649.99,3927,89,        43.07,        33.52,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        68.18,        68.60,        68.73,        68.00,        68.18,                 10472419.94,153254,2100,        70.32,        56.15,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        31.27,        30.64,        31.41,        30.64,        31.36,                 15726274.02,501933,1578,        32.90,        26.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       250.41,       250.29,       252.00,       250.29,       251.47,                   459430.41,1830,81,       279.33,       231.11,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        31.37,        31.25,        31.56,        31.00,        31.06,                  3992672.86,128103,298,        33.00,        27.05,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        30.65,        30.79,        30.87,        30.66,        30.81,                   660215.71,21437,46,        37.38,        26.91,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        54.25,        54.54,        54.55,        53.78,        54.38,                 36727559.76,675732,1403,        55.97,        44.96,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMETAL,MOTILALAMC - MOMETAL,        13.16,        13.21,        13.41,        13.16,        13.32,                   129879.20,9735,25,        13.75,        12.85,NIFTY METAL INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       162.74,       161.93,       170.00,       161.93,       165.66,                    51168.06,315,28,       182.16,       137.90,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        64.70,        64.70,        64.89,        64.50,        64.55,                  3869045.06,59852,273,        70.00,        54.78,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMMIDCAP,MIRAEAMC - MOMMIDCAP,        13.02,        13.01,        13.07,        12.98,        12.99,                  6026349.49,463054,472,        14.99,        10.80,BSE MIDCAP 150 MOMENTUM 30 TRI
N,EQ,MOMNC,MOTILALAMC - MOMNC,        32.29,        33.00,        33.00,        32.15,        32.19,                    93115.36,2895,23,        35.80,        27.03,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        62.18,        61.92,        62.62,        61.56,        62.27,                  2693998.75,43375,340,        66.28,        54.32,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       323.86,       324.67,       324.67,       324.67,       324.67,                 22783067.91,70173,747,       342.55,       200.70,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.16,        33.30,        33.30,        32.98,        33.17,                   206845.56,6254,61,        36.00,        29.43,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        73.05,        73.05,        73.33,        72.84,        73.14,                   128053.28,1755,54,        75.89,        59.43,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        25.17,        25.28,        25.35,        25.20,        25.32,                   600887.34,23737,46,        27.97,        22.38,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        23.80,        23.80,        23.93,        23.80,        23.91,                  5962043.40,249509,1019,        28.28,        20.75,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,       141.73,       141.93,       141.93,       141.93,       141.93,                  2530895.76,17832,95,       151.65,        79.26,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOOILGAS,MOTILALAMC - MOOILGAS,        11.21,        11.21,        11.29,        11.19,        11.29,                    74854.49,6633,36,        11.70,        10.90,NIFTY OIL & GAS ETF TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        99.40,        99.46,       102.50,        99.42,       101.57,                    21691.95,217,20,       114.70,        93.12,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       199.01,       199.49,       199.53,       198.14,       198.73,                   291916.19,1467,27,       225.60,       176.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        91.75,        92.00,        92.55,        90.12,        90.84,                200892110.46,2200446,2616,        99.49,        64.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        30.64,        30.91,        30.99,        30.90,        30.91,                   132823.85,4297,21,        35.37,        28.30,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       227.19,       231.14,       231.15,       228.28,       230.02,                  4683510.15,20361,747,       385.00,       119.24,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        18.55,        18.96,        18.96,        18.45,        18.52,                 31489971.79,1698632,1854,        19.38,        14.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        77.89,        78.21,        78.21,        77.63,        77.74,                  1105062.30,14189,128,        95.33,        64.00,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       112.80,       115.00,       115.00,       112.80,       113.26,                  3801886.75,33586,499,       128.77,        98.10,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCI360,360ONEAMC - MSCI360,        10.06,        10.12,        10.27,        10.04,        10.27,                    60999.36,6033,23,        12.24,         9.60,MSCI INDIA INDEX
N,EQ,MSCIADD,DSPAMC - MSCIADD,        29.37,        29.37,        29.53,        29.37,        29.53,                    24621.30,836,11,        33.82,        26.40,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        29.71,        29.85,        29.89,        29.71,        29.82,                 16240513.20,544455,95,        32.14,        26.50,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.75,        16.83,        16.84,        16.76,        16.79,                  1262822.50,75191,361,        17.50,        14.20,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       260.55,       262.00,       263.89,       260.00,       261.40,                  1387732.07,5315,170,       292.90,       240.66,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        42.59,        42.65,        42.78,        42.50,        42.69,                   152834.56,3585,97,        46.70,        36.98,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       755.13,       758.91,       758.91,       754.01,       755.10,                 64744883.19,85666,2449,       785.96,       617.00,NIFTY NEXT 50
N,EQ,NEXT50ADD,DSPAMC - NEXT50ADD,        73.68,        73.68,        73.72,        73.30,        73.52,                  1015976.34,13815,35,        81.00,        56.25,NIFTY NEXT 50 TRI
N,EQ,NEXT50BETA,UTIAMC-NEXT50BETA,        78.93,        78.90,        79.58,        78.81,        79.05,                 54344460.99,686812,1565,        82.51,        64.34,NIFTY NEXT 50
N,EQ,NEXT50ETF,KOTAKMAMC - NEXT50ETF,        73.64,        73.64,        74.00,        73.50,        73.83,                   628962.15,8527,85,        78.00,        60.15,NIFTY NEXT 50 INDEX
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        77.06,        78.60,        78.60,        77.06,        77.25,                 24665262.08,319174,3652,        80.38,        62.60,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       265.60,       265.32,       267.34,       265.19,       266.58,                  8300600.00,31122,475,       290.00,       240.00,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        27.93,        28.14,        28.14,        27.95,        28.05,                  1241100.30,44315,1146,        30.88,        23.00,NIFTY 100
N,EQ,NIF500BETA,UTIAMC - NIF500BETA,        37.45,        38.30,        38.30,        37.39,        37.54,                    37404.14,990,18,        38.30,        37.17,INDEX
N,EQ,NIFTY1,KOTAK NIFTY ETF,       265.42,       265.42,       272.70,       265.31,       265.82,                 14454378.15,54358,1346,       295.80,       244.80,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        35.00,        35.00,        35.10,        34.95,        35.06,                   582857.21,16624,122,        41.41,        29.84,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       251.97,       252.72,       253.75,       251.80,       252.48,                   784221.04,3105,119,       300.00,       232.64,NIFTY 50 INDEX
N,EQ,NIFTYAXIS,AXISAMC-NIFTYAXIS,       264.58,       265.78,       265.99,       264.62,       265.62,                  7187756.04,27062,145,       296.38,       244.00,NIFTY 50
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       272.63,       278.08,       278.08,       272.56,       273.27,                864501747.89,3162846,31548,       302.25,       251.70,NIFTY 50
N,EQ,NIFTYBETA,UTIAMC-NIFTYBETA,       264.92,       267.57,       267.57,       265.15,       265.73,                  2327085.59,8750,314,       297.48,       244.90,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       245.83,       249.51,       249.51,       245.75,       246.65,                348627438.05,1413872,1596,       279.99,       227.01,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,         9.59,         9.80,         9.80,         9.59,         9.64,                  5397655.63,560039,1342,        11.61,         8.84,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       260.05,       260.99,       261.45,       259.58,       260.69,                 28888266.06,110752,718,       289.05,       239.81,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       270.98,       272.23,       272.40,       270.51,       271.88,                 85766435.76,315336,8765,       328.24,       250.40,NIFTY 50
N,EQ,NIFTYJBLK,JIOBLACKROCKAMC-NIFTYJBLK,        12.29,        12.29,        12.57,        12.23,        12.29,                   696043.41,56629,626,        12.96,         9.94,INDEX
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        21.36,        21.29,        21.43,        21.24,        21.32,                   359496.32,16867,177,        23.03,        18.95,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       292.64,       292.57,       292.57,       288.29,       290.32,                   345789.03,1194,65,       307.00,       246.26,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,        13.94,        14.28,        14.28,        13.93,        13.99,                  1216179.72,87237,179,       168.70,        12.62,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       139.13,       139.15,       140.12,       139.00,       139.39,                   707084.55,5065,228,       160.00,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        13.55,        13.55,        13.65,        13.55,        13.62,                  4400391.97,322970,1811,        16.00,        12.50,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        11.33,        11.34,        11.41,        11.28,        11.37,                 13740795.54,1207003,1509,        14.00,         9.80,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        27.37,        27.37,        27.60,        27.21,        27.32,                122533893.66,4482502,10887,        28.36,        21.46,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,        85.36,        85.60,        86.18,        85.30,        85.53,                 20144731.37,235393,664,      1010.00,        81.70,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        86.59,        87.95,        87.95,        86.11,        86.43,                  1175509.09,13572,213,        99.88,        68.09,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        95.68,        95.70,        96.20,        95.34,        95.45,                122937692.42,1284747,4088,       110.40,        74.31,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        86.56,        86.73,        87.20,        86.18,        86.53,                 13483737.28,155480,748,       104.00,        67.86,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        28.15,        28.26,        28.35,        28.06,        28.17,                 18933973.68,672096,1009,        30.32,        24.18,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANK,KOTAKMAMC - PVTBANK,        27.85,        27.92,        28.00,        27.91,        28.00,                    20183.93,722,9,        28.33,        27.01,INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        28.38,        28.37,        28.40,        28.24,        28.34,                   502266.52,17724,85,        31.88,        24.02,DSP NIFTY PRIVATE BANK ETF
N,EQ,PVTBKGROWW,GROWWAMC - PVTBKGROWW,        27.74,        28.19,        28.19,        27.69,        27.92,                   200408.47,7168,114,        29.57,        25.45,NIFTY PRIVATE BANK INDEX - TRI
N,EQ,QGOLDHALF,QUANTUM GOLD ETF,       126.98,       127.39,       128.96,       127.10,       127.62,                 40245518.01,315196,1196,       149.69,        85.93,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,       263.65,       270.24,       270.24,       262.80,       264.15,                   745391.50,2823,154,      2911.90,       243.20,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        21.07,        21.19,        21.39,        21.03,        21.12,                  1620417.39,76847,212,        23.00,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        20.75,        20.67,        20.80,        20.65,        20.65,                   151170.50,7309,45,        23.18,        18.09,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        49.48,        49.97,        50.05,        49.26,        49.56,                  5206668.47,104576,319,        58.27,        39.07,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       120.31,       122.54,       122.54,       119.70,       119.89,                  1585294.34,13201,81,       133.97,       100.00,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       342.10,       342.10,       346.10,       338.69,       340.64,                   652762.76,1908,161,       439.27,       285.00,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       285.51,       290.89,       290.89,       282.98,       283.57,                   570122.87,2003,67,       304.58,       244.18,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       223.32,       223.50,       223.50,       221.50,       221.86,                   159690.34,718,70,       247.28,       194.00,NIFTY 200 QUALITY 30 INDEX
N,EQ,SBILIQETF,SBIAMC - SBILIQETF,      1054.43,      1054.81,      1054.83,      1054.81,      1054.81,                109804024.39,104098,73,      1087.09,       984.99,NIFTY 1D RATE INDEX
N,EQ,SBIMIDMOM,SBIAMC - SBIMIDMOM,        63.87,        63.70,        64.07,        63.56,        63.73,                   346524.16,5431,116,        67.74,        53.86,NIFTY MIDCAP 150 MOMENTUM 50 INDEX
N,EQ,SBINEQWETF,SBIAMC - SBINEQWETF,        33.13,        33.20,        33.31,        33.10,        33.26,                   880183.11,26479,184,        36.40,        29.64,NIFTY50 EQUAL WEIGHT
N,EQ,SBINMID150,SBIAMC - SBINMID150,        23.32,        23.59,        23.59,        23.26,        23.30,                   260301.52,11172,126,        24.06,        19.81,NIFTY MIDCAP 150 INDEX
N,EQ,SBISILVER,SBIAMC - SBISILVER,       225.50,       226.74,       229.16,       226.74,       228.31,                163637700.27,717256,4637,       362.00,       119.73,SBI SILVER ETF
N,EQ,SBISMLETF,SBIAMC - SBISMLETF,        18.47,        18.47,        18.67,        18.47,        18.55,                   542275.50,29237,209,        18.97,        16.53,NIFTY SMALLCAP 250 INDEX
N,EQ,SBIVALETF,SBIAMC - SBIVALETF,        14.65,        14.72,        14.75,        14.66,        14.75,                    77613.41,5269,63,        17.70,        14.43,NIFTY200 VALUE 30 INDEX
N,EQ,SELECTIPO,MIRAEAMC - SELECTIPO,        48.72,        48.70,        48.96,        48.58,        48.65,                  2984005.29,61110,128,        52.07,        37.80,BSE SELECT IPO INDEX
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        79.18,        79.33,        79.33,        79.29,        79.29,                     4440.42,56,4,        88.20,        73.27,DSP S&P BSE SENSEX ETF
N,EQ,SENSEXAXIS,AXISAMC-SENSEXAXIS,        79.67,        78.67,        81.00,        78.67,        79.81,                   108720.97,1362,52,        91.35,        73.52,AXIS S&P BSE SENSEX ETF
N,EQ,SENSEXBETA,UTIAMC-SENSEXBETA,       849.27,       866.26,       866.26,       848.52,       850.89,                  3417382.57,4022,78,       952.91,       785.00,SENSEX
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        79.12,        79.50,        79.50,        79.07,        79.20,                  1176800.02,14854,163,        88.70,        73.33,MIRAE ASSET S&P BSE SENSEX ETF
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       881.95,       903.99,       903.99,       881.95,       884.24,                 25159140.37,28419,284,       999.84,       731.00,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       263.85,       264.00,       264.49,       263.01,       263.10,                  1973259.00,7480,72,       272.31,       250.37,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,       130.22,       133.47,       133.47,       130.75,       131.22,                580258915.89,4422415,10708,       153.95,        87.93,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       257.33,       259.90,       259.90,       257.33,       258.08,                145024741.70,561856,3274,       287.33,       237.90,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       591.31,       593.87,       593.87,       589.83,       590.86,                 10914209.07,18450,604,       646.11,       465.64,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       783.60,       787.52,       799.00,       781.73,       785.05,                 63306294.45,80614,1956,       840.00,       636.01,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       453.44,       458.12,       458.12,       451.93,       452.84,                 11567957.69,25560,507,       534.61,       433.68,SHARIAH
