MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y,Nifty 50,     23873.45,     23910.90,     24005.75,     23895.85,     23897.70,1161633618900.02,6115795223,Y, ,35661613,     26373.20,     22182.55
Y,NIFTY50 EQL Wgt,     32567.70,     32614.35,     32690.70,     32571.25,     32587.20,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY100 EQL Wgt,     34618.05,     34665.60,     34715.05,     34601.60,     34602.75,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY100 LowVol30,     19941.05,     19977.80,     20016.10,     19913.55,     19913.55,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY Alpha 50,     56618.75,     56702.10,     56723.70,     56382.40,     56408.30,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY MIDCAP 150,     23220.50,     23229.75,     23278.65,     23163.35,     23168.35,0.00,0,Y, ,0,     23647.50,     19218.00
Y,NIFTY SMLCAP 50,      9987.95,     10022.55,     10064.35,     10002.30,     10019.50,0.00,0,Y, ,0,     10064.35,      7338.35
Y,NIFTY SMLCAP 250,     18444.95,     18496.20,     18551.00,     18469.25,     18481.40,0.00,0,Y, ,0,     18551.00,     14143.45
Y,NIFTY MIDSML 400,     21495.25,     21521.45,     21566.85,     21472.40,     21478.20,0.00,0,Y, ,0,     21770.30,     17390.85
Y,NIFTY200 QUALTY30,     20336.95,     20371.15,     20373.20,     20220.40,     20220.50,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty FinSrv25 50,     28084.50,     28145.65,     28357.70,     28141.35,     28217.10,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY AlphaLowVol,     26723.65,     26746.85,     26748.00,     26629.45,     26640.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty200Momentm30,     30734.95,     30752.80,     30821.55,     30623.85,     30718.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100ESGSecLdr,      3998.55,      4004.25,      4020.85,      4002.35,      4005.80,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY100 ESG,      4955.75,      4962.75,      4972.75,      4954.35,      4954.35,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY M150 QLTY50,     24311.50,     24292.00,     24308.45,     24184.40,     24191.90,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY INDIA MFG,     16271.80,     16272.60,     16288.85,     16207.10,     16221.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty200 Alpha 30,     26624.25,     26642.35,     26755.10,     26555.10,     26626.05,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftyM150Momntm50,     63843.65,     63785.65,     63977.60,     63578.05,     63611.25,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty50 USD,      8753.95,      8753.95,      8807.20,      8710.30,      8762.45,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty IT,     30838.85,     30956.15,     31263.20,     30656.70,     30695.10,0.00,0,Y, ,0,     40301.40,     25699.10
Y,Nifty Next 50,     73051.85,     73133.50,     73207.30,     72871.70,     72880.90,0.00,0,Y, ,0,     75000.40,     59896.10
Y,Nifty Bank,     57380.60,     57492.65,     57677.15,     57324.55,     57369.65,0.00,0,Y, ,0,     61764.85,     49954.85
Y,NIFTY MIDCAP 100,     63235.20,     63243.75,     63407.80,     63063.10,     63079.05,0.00,0,Y, ,0,     64450.90,     52032.85
Y,Nifty 500,     23254.05,     23286.50,     23349.90,     23254.15,     23254.15,0.00,0,Y, ,0,     24144.20,     20385.65
Y,Nifty 100,     25013.45,     25050.55,     25132.10,     25022.55,     25023.15,0.00,0,Y, ,0,     26975.15,     22720.45
Y,Nifty Midcap 50,     18170.25,     18185.70,     18226.20,     18114.65,     18127.75,0.00,0,Y, ,0,     18500.95,     14804.55
Y,Nifty Realty,       916.15,       916.75,       923.20,       904.55,       907.90,0.00,0,Y, ,0,       974.50,       638.65
Y,Nifty Infra,      9204.20,      9211.40,      9252.60,      9197.80,      9197.80,0.00,0,Y, ,0,      9792.60,      8426.65
Y,Nifty Energy,     38140.80,     38146.65,     38189.10,     38016.15,     38067.85,0.00,0,Y, ,0,     41828.55,     32890.30
Y,Nifty FMCG,     45955.65,     46035.20,     46134.55,     45803.10,     45892.75,0.00,0,Y, ,0,     57445.20,     45334.15
Y,Nifty MNC,     32219.65,     32272.00,     32277.30,     32100.15,     32110.95,0.00,0,Y, ,0,     34028.00,     27597.20
Y,Nifty Pharma,     26658.65,     26659.55,     26695.00,     26461.40,     26478.10,0.00,0,Y, ,0,     27188.45,     21149.90
Y,Nifty PSE,      9706.65,      9722.40,      9737.80,      9692.25,      9710.15,0.00,0,Y, ,0,     10839.05,      9342.00
Y,Nifty PSU Bank,      8552.60,      8574.35,      8603.75,      8514.75,      8514.85,0.00,0,Y, ,0,      9918.65,      7027.75
Y,Nifty Serv Sector,     30575.05,     30641.80,     30753.00,     30575.55,     30575.55,0.00,0,Y, ,0,     34549.75,     28232.65
Y,Nifty Auto,     27837.40,     27873.95,     27884.70,     27673.70,     27710.90,0.00,0,Y, ,0,     29865.50,     23560.10
Y,Nifty Metal,     13176.05,     13198.85,     13382.30,     13144.65,     13317.45,0.00,0,Y, ,0,     13931.35,      9800.25
Y,Nifty Media,      1560.75,      1557.90,      1567.80,      1553.25,      1565.45,0.00,0,Y, ,0,      1643.80,      1245.05
Y,NIFTY SMLCAP 100,     20050.75,     20121.65,     20187.80,     20077.40,     20095.45,0.00,0,Y, ,0,     20187.80,     14986.00
Y,Nifty 200,     13911.20,     13928.00,     13969.65,     13908.35,     13908.50,0.00,0,Y, ,0,     14700.95,     12396.10
Y,Nifty Div Opps 50,      5809.45,      5824.45,      5828.85,      5803.05,      5803.05,0.00,0,Y, ,0,      6584.65,      5614.00
Y,Nifty Commodities,      9750.60,      9757.25,      9829.80,      9720.00,      9803.85,0.00,0,Y, ,0,     10569.65,      8873.15
Y,Nifty Consumption,     11644.80,     11654.85,     11656.50,     11596.45,     11597.70,0.00,0,Y, ,0,     12716.20,     10298.50
Y,Nifty Fin Service,     25923.05,     25988.90,     26174.00,     25987.10,     26051.00,0.00,0,Y, ,0,     28562.50,     23373.95
Y,Nifty50 Div Point,       193.19,       196.79,       196.79,       196.79,       196.79,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Liq 15,      7498.00,      7511.65,      7551.80,      7500.80,      7500.80,0.00,0,Y, ,0,      7785.85,      6565.70
Y,Nifty CPSE,      6439.35,      6449.05,      6449.35,      6416.25,      6419.80,0.00,0,Y, ,0,      7593.35,      6101.90
Y,Nifty GrowSect 15,     11350.25,     11361.25,     11384.05,     11299.25,     11307.20,0.00,0,Y, ,0,     12852.45,     10329.35
Y,Nifty50 PR 2x Lev,     11676.30,     11711.45,     11803.35,     11696.90,     11698.60,0.00,0,Y, ,0,     31895.45,      1056.45
Y,Nifty50 PR 1x Inv,       223.00,       222.65,       222.80,       221.80,       222.80,0.00,0,Y, ,0,     31895.45,       197.80
Y,Nifty50 TR 2x Lev,     17796.65,     17855.60,     17995.70,     17833.45,     17836.00,0.00,0,Y, ,0,     31895.45,      1056.45
Y,Nifty50 TR 1x Inv,       180.90,       180.65,       180.75,       179.90,       180.75,0.00,0,Y, ,0,     31895.45,       161.80
Y,Nifty50 Value 20,     11798.80,     11821.00,     11873.60,     11810.50,     11817.40,0.00,0,Y, ,0,     13684.40,     11528.60
Y,Nifty Mid Liq 15,     17237.05,     17311.00,     17426.75,     17290.30,     17338.65,0.00,0,Y, ,0,     17721.85,     13702.75
Y,Nifty Pvt Bank,     27747.85,     27795.25,     27932.50,     27734.00,     27824.50,0.00,0,Y, ,0,     29748.45,     23957.45
Y,NIFTY100 Qualty30,      5637.55,      5652.85,      5655.70,      5615.00,      5615.00,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 8 13Yr,      3040.59,      3041.15,      3043.84,      3040.48,      3040.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr,      2659.65,      2660.15,      2662.59,      2659.20,      2659.40,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 10Yr Cln,       866.86,       866.86,       867.68,       866.55,       866.62,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 4 8Yr,      3339.87,      3340.47,      3343.96,      3340.47,      3341.37,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 11 15Yr,      3370.05,      3370.70,      3373.96,      3369.04,      3371.74,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS 15YrPlus,      3530.21,      3530.94,      3533.19,      3529.74,      3529.74,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty GS Compsite,      3129.34,      3129.94,      3132.72,      3129.94,      3130.08,0.00,0,Y, ,0,         0.00,         0.00
Y,NIFTY HEALTHCARE,     16552.20,     16548.95,     16573.30,     16400.70,     16408.05,0.00,0,Y, ,0,     16941.70,     13536.50
Y,NIFTY CONSR DURBL,     39652.70,     39556.35,     39609.65,     39364.65,     39483.80,0.00,0,Y, ,0,     40964.55,     32587.95
Y,NIFTY OIL AND GAS,     11164.65,     11157.60,     11238.45,     11152.20,     11187.65,0.00,0,Y, ,0,     12445.70,     10580.95
Y,NIFTY500 MULTICAP,     16559.45,     16584.95,     16626.35,     16561.50,     16561.60,0.00,0,Y, ,0,     16847.15,     14102.20
Y,NIFTY LARGEMID250,     16670.70,     16686.25,     16723.95,     16654.90,     16654.90,0.00,0,Y, ,0,     17077.75,     14445.65
Y,NIFTY MID SELECT,     14760.00,     14780.90,     14823.20,     14712.85,     14713.65,0.00,0,Y, ,0,     15089.75,     12046.20
Y,NIFTY TOTAL MKT,     13144.00,     13163.65,     13198.75,     13148.10,     13148.10,0.00,0,Y, ,0,     13548.00,     11436.55
Y,NIFTY MICROCAP250,     26288.90,     26381.95,     26482.65,     26366.35,     26466.20,0.00,0,Y, ,0,     26612.50,     18858.50
Y,NIFTY IND DIGITAL,      8773.25,      8787.15,      8847.25,      8758.55,      8761.45,0.00,0,Y, ,0,      9723.25,      7233.65
Y,Nifty Tata 25 Cap,     14352.25,     14373.45,     14405.65,     14303.75,     14367.00,0.00,0,Y, ,0,     15588.85,     13218.65
Y,Nifty MidSml Hlth,     52175.60,     52180.50,     52244.65,     51883.05,     51936.75,0.00,0,Y, ,0,     53040.55,     40352.90
Y,Nifty Multi Mfg,     16787.10,     16795.05,     16821.25,     16746.95,     16769.35,0.00,0,Y, ,0,     17180.30,     14148.20
Y,Nifty Multi Infra,     14469.35,     14487.95,     14535.20,     14450.85,     14453.25,0.00,0,Y, ,0,     14885.80,     12542.85
Y,BHARATBOND-APR30,      1610.58,      1610.90,      1611.14,      1610.90,      1611.14,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR31,      1460.65,      1460.94,      1460.95,      1460.94,      1460.94,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR32,      1324.23,      1324.48,      1324.49,      1324.40,      1324.40,0.00,0,Y, ,0,         0.00,         0.00
Y,BHARATBOND-APR33,      1283.54,      1283.80,      1283.80,      1283.15,      1283.15,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Ind Defence,      9670.90,      9722.95,      9825.20,      9706.10,      9708.85,0.00,0,Y, ,0,      9977.60,      7184.90
Y,Nifty Ind Tourism,      7835.30,      7835.05,      7858.70,      7816.05,      7816.30,0.00,0,Y, ,0,      9380.65,      6502.65
Y,Nifty Capital Mkt,      5357.20,      5406.40,      5453.35,      5389.40,      5419.35,0.00,0,Y, ,0,      5697.10,      4111.65
Y,Nifty500Momentm50,     54963.70,     55017.05,     55123.95,     54727.90,     54778.70,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftyMS400 MQ 100,     51755.20,     51789.80,     51810.90,     51490.15,     51529.60,0.00,0,Y, ,0,         0.00,         0.00
Y,NiftySml250MQ 100,     49077.45,     49257.85,     49391.35,     49134.60,     49171.75,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 10 EW,      8587.05,      8604.55,      8645.35,      8593.30,      8593.30,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQL 30,     22582.35,     22586.10,     22588.10,     22391.05,     22391.05,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty AQLV 30,     19890.55,     19932.40,     19933.35,     19824.75,     19838.35,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty EV,      3243.85,      3243.15,      3244.15,      3212.50,      3217.05,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty HighBeta 50,      4423.40,      4432.70,      4471.30,      4432.70,      4450.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty New Consump,     11992.65,     11998.10,     12034.10,     11963.90,     11964.65,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Corp MAATR,     38471.00,     38540.95,     38787.15,     38498.85,     38713.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Low Vol 50,     24296.45,     24334.10,     24357.15,     24256.50,     24256.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Mobility,     23122.60,     23142.65,     23208.90,     23054.60,     23057.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Qlty LV 30,     16455.45,     16468.95,     16470.50,     16340.75,     16342.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Sml250 Q50,     25353.35,     25414.30,     25469.45,     25359.40,     25390.30,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 15 EW,      9664.70,      9685.00,      9722.25,      9672.00,      9672.00,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Alpha 30,     17944.00,     17970.55,     17995.35,     17893.85,     17952.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty100 Enh ESG,      4988.60,      4995.60,      5005.75,      4986.95,      4986.95,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty200 Value 30,     14811.95,     14823.05,     14866.70,     14765.85,     14821.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 EW,     15008.60,     15033.85,     15067.15,     15020.50,     15024.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Multi MQ 50,     41850.15,     41820.05,     41845.90,     41544.75,     41586.05,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Value 50,     16008.00,     16028.85,     16040.20,     15963.55,     15997.00,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty Top 20 EW,      8793.20,      8809.40,      8823.90,      8782.05,      8782.05,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty CoreHousing,     15573.90,     15528.25,     15557.45,     15433.50,     15459.45,0.00,0,Y, ,0,     16610.25,     12788.20
Y,Nifty FinSerExBnk,     31925.00,     31992.50,     32302.60,     31992.50,     32179.70,0.00,0,Y, ,0,     33301.05,     26788.05
Y,Nifty Housing,     11792.60,     11790.15,     11825.70,     11760.95,     11795.05,0.00,0,Y, ,0,     12244.25,     10358.70
Y,Nifty IPO,      2406.65,      2417.15,      2431.45,      2416.20,      2424.30,0.00,0,Y, ,0,      2431.45,      1774.60
Y,Nifty MS Fin Serv,     22693.10,     22779.00,     22951.85,     22760.45,     22818.45,0.00,0,Y, ,0,     23193.65,     17785.60
Y,Nifty MS Ind Cons,     18588.30,     18572.55,     18639.60,     18510.70,     18520.35,0.00,0,Y, ,0,     20135.15,     15614.35
Y,Nifty MS IT Telcm,     10141.00,     10190.30,     10276.25,     10183.60,     10205.90,0.00,0,Y, ,0,     10591.60,      7748.35
Y,Nifty NonCyc Cons,     15015.20,     15019.80,     15048.80,     14962.30,     14963.70,0.00,0,Y, ,0,     16774.20,     13311.10
Y,Nifty Rural,     15111.25,     15129.55,     15175.35,     15087.20,     15095.40,0.00,0,Y, ,0,     16396.40,     13751.35
Y,Nifty Shariah 25,      7892.45,      7907.25,      7913.55,      7842.75,      7851.85,0.00,0,Y, ,0,      8562.10,      7196.60
Y,Nifty Trans Logis,     25753.05,     25781.55,     25834.50,     25661.25,     25671.20,0.00,0,Y, ,0,     27025.05,     21355.40
Y,Nifty50 Shariah,      4224.10,      4234.30,      4245.85,      4209.60,      4212.70,0.00,0,Y, ,0,      4982.45,      4082.25
Y,Nifty500 LMS Eql,     18582.90,     18611.90,     18654.15,     18583.70,     18583.75,0.00,0,Y, ,0,     18831.80,     15495.10
Y,Nifty500 Shariah,      6970.50,      6977.35,      6983.15,      6942.65,      6943.25,0.00,0,Y, ,0,      7291.95,      6162.95
Y,Nifty500 Qlty50,     19674.05,     19738.65,     19787.10,     19620.55,     19624.60,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 LowVol50,     22011.35,     22039.85,     22041.20,     21894.10,     21903.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 MQVLv50,     30428.55,     30456.10,     30461.85,     30320.00,     30322.90,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty500 Flexicap,      9948.15,      9978.55,      9993.20,      9953.30,      9964.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty TMMQ 50,     44503.90,     44496.05,     44556.45,     44223.95,     44285.55,0.00,0,Y, ,0,         0.00,         0.00
Y,Nifty FPI 150,      1554.35,      1555.60,      1559.95,      1553.70,      1553.70,0.00,0,Y, ,0,      1641.40,      1346.50
Y,Nifty SME Emerge,     14761.70,     14774.45,     14791.60,     14740.60,     14768.65,0.00,0,Y, ,0,     17223.65,     11015.55
Y,Nifty Internet,      1455.65,      1456.65,      1472.95,      1456.65,      1460.80,0.00,0,Y, ,0,      1501.90,      1056.45
Y,Nifty Chemicals,     30322.45,     30364.65,     30377.65,     30096.30,     30101.80,0.00,0,Y, ,0,     31895.45,     24851.65
Y,Nifty Waves,      1869.10,      1876.00,      1897.10,      1872.65,      1893.05,0.00,0,Y, ,0,      2789.80,      1581.05
Y,Nifty InfraLog,     11979.10,     12002.40,     12045.50,     11976.95,     11976.95,0.00,0,Y, ,0,     12549.95,      9210.40
Y,Nifty500 Health,     21625.75,     21642.50,     21668.35,     21473.20,     21481.25,0.00,0,Y, ,0,     21945.75,     16294.60
Y,Nifty RailwaysPSU,      2759.65,      2764.70,      2778.00,      2756.80,      2769.65,0.00,0,Y, ,0,      4005.50,      2731.15
Y,NiftyConglomerate,     15110.45,     15133.65,     15179.25,     15109.05,     15156.60,0.00,0,Y, ,0,     15692.30,     12226.80
Y,Nifty MidSmall 50 50,     20999.15,     21032.55,     21080.00,     20988.95,     20996.35,0.00,0,Y, ,0,     21223.00,     16874.30
Y,Nifty Cement,     14588.20,     14613.20,     14682.00,     14570.70,     14651.60,0.00,0,Y, ,0,     18188.60,     13534.80
Y,Nifty Smallcap 500,     21018.80,     21081.70,     21144.30,     21067.70,     21086.60,0.00,0,Y, ,0,     21145.65,     15960.20
Y,Nifty REITs Realty,      1957.35,      1961.00,      1964.50,      1941.55,      1945.60,0.00,0,Y, ,0,      2012.90,      1632.55
Y,India VIX,11.3375,11.3375,11.3375,10.5650,10.6800,0,0,Y, ,0,28.9075,8.7200
 , , , , , , , , , , , , , 
 , , , , , , , , , , , , , 
 ,NIFTY 50 Sec, , , , , , , , , , , , 
N,ADANI ENTERPRISES LIMITED,      2901.00,      2900.00,      2965.00,      2882.80,      2938.00,               3113052524.00,1060844,Y, ,45143,      3245.00,      1753.00
N,ADANI PORT & SEZ LTD,      1706.50,      1699.90,      1716.90,      1692.40,      1707.30,               2188911301.80,1281968,Y, ,43769,      1891.10,      1292.00
N,APOLLO HOSPITALS ENTER. L,      8692.00,      8702.50,      8740.00,      8641.00,      8650.00,               2501175229.00,288351,Y, ,30333,      9050.00,      6696.50
N,ASIAN PAINTS LIMITED,      2541.60,      2540.00,      2553.90,      2519.80,      2527.30,               1012472116.70,399368,Y, ,32272,      2985.70,      2115.00
N,AXIS BANK LIMITED,      1267.00,      1270.30,      1280.70,      1262.00,      1273.00,               4856455094.70,3810611,Y, ,61874,      1418.30,      1045.00
N,BAJAJ AUTO LIMITED,     11920.00,     12005.00,     12025.00,     11873.00,     11919.00,               1841113095.00,154199,Y, ,19294,     12470.00,      8491.50
N,BAJAJ FINSERV LTD.,      1992.10,      1985.00,      1994.20,      1970.00,      1970.00,                866359784.40,437793,Y, ,31032,      2195.00,      1597.00
N,BAJAJ FINANCE LIMITED,      1049.00,      1050.60,      1063.60,      1049.70,      1060.50,               6285695160.10,5952048,Y, ,104933,      1176.40,       787.90
N,BHARAT ELECTRONICS LTD,       408.60,       409.25,       413.10,       405.35,       405.35,               3422432462.90,8354982,Y, ,92382,       473.45,       367.55
N,BHARTI AIRTEL LIMITED,      1869.00,      1868.10,      1870.70,      1840.00,      1840.00,               6704394530.20,3614328,Y, ,93290,      2174.50,      1740.50
N,CIPLA LTD,      1394.70,      1397.70,      1399.10,      1375.50,      1385.00,               1835806472.20,1326180,Y, ,46344,      1673.00,      1165.70
N,COAL INDIA LTD,       420.05,       418.00,       418.00,       412.55,       415.35,               2538755745.65,6126850,Y,XD,69442,       491.25,       369.60
N,DR. REDDY S LABORATORIES,      1155.00,      1157.00,      1166.80,      1151.00,      1151.00,                659407091.90,568461,Y, ,33569,      1414.90,      1101.00
N,EICHER MOTORS LTD,      7690.00,      7665.00,      7665.50,      7590.00,      7630.50,               3757757330.00,492954,Y, ,47403,      8230.00,      6085.00
N,ETERNAL LIMITED,       324.80,       325.30,       327.75,       320.80,       322.75,               5767662223.90,17824027,Y, ,108841,       368.45,       212.60
N,GRASIM INDUSTRIES LTD,      3310.00,      3318.90,      3332.60,      3268.10,      3322.00,               2961317292.40,892704,Y, ,43703,      3411.10,      2502.50
N,HCL TECHNOLOGIES LTD,      1319.00,      1324.90,      1331.40,      1291.20,      1293.40,               2884545119.50,2210569,Y, ,71268,      1780.10,      1030.00
N,HDFC BANK LTD,       706.65,       708.35,       716.50,       708.35,       712.10,              10338145691.25,14488024,Y, ,202544,      1020.50,       698.50
N,HDFC LIFE INS CO LTD,       533.50,       533.70,       548.00,       533.30,       546.40,               3266041841.30,6016219,Y, ,59921,       803.00,       530.50
N,HINDALCO  INDUSTRIES  LTD,      1010.00,      1012.90,      1020.80,      1005.00,      1011.00,               3733979952.20,3682428,Y, ,93460,      1176.00,       702.40
N,HINDUSTAN UNILEVER LTD.,      1962.00,      1967.00,      1984.20,      1950.40,      1973.40,               4433834276.90,2247162,Y, ,122231,      2479.60,      1950.40
N,ICICI BANK LTD.,      1430.00,      1432.10,      1438.30,      1421.40,      1423.20,               9566874557.40,6693889,Y, ,100896,      1480.00,      1187.60
N,INTERGLOBE AVIATION LTD,      4980.00,      4980.00,      5035.00,      4977.00,      4977.00,               1970691308.00,394117,Y, ,37006,      5970.00,      3895.20
N,INFOSYS LIMITED,      1130.30,      1133.00,      1146.70,      1125.40,      1130.00,               6658277427.90,5881388,Y, ,109162,      1728.00,       982.40
N,ITC LTD,       263.00,       264.00,       266.25,       262.65,       264.10,               2519988718.35,9519153,Y, ,145963,       427.00,       255.50
N,JIO FIN SERVICES LTD,       237.45,       237.80,       240.63,       237.80,       239.50,               2839655454.46,11860254,Y, ,63338,       321.60,       223.30
N,JSW STEEL LIMITED,      1308.00,      1305.00,      1331.70,      1300.10,      1325.00,               1446084423.50,1094356,Y, ,31558,      1351.00,      1026.10
N,KOTAK MAHINDRA BANK LTD,       421.15,       421.65,       425.95,       421.65,       424.50,               3989733446.65,9408316,Y, ,243194,      2266.00,       345.50
N,LARSEN & TOUBRO LTD.,      3975.00,      3981.00,      3994.90,      3964.10,      3964.10,               5253026930.50,1319056,Y, ,98662,      4440.00,      3288.10
N,MAHINDRA & MAHINDRA LTD,      3150.00,      3158.70,      3185.30,      3144.20,      3170.00,               4719844845.80,1489449,Y, ,76929,      3839.90,      2896.00
N,MARUTI SUZUKI INDIA LTD.,     12857.00,     12880.00,     12880.00,     12656.00,     12694.00,               4108282962.00,322752,Y, ,65754,     17370.00,     12201.00
N,MAX HEALTHCARE INS LTD,       994.90,       994.90,      1001.30,       981.10,       984.80,               1157409650.90,1167047,Y, ,34531,      1221.90,       903.00
N,NESTLE INDIA LIMITED,      1416.00,      1415.00,      1420.00,      1402.50,      1410.50,               1373795994.20,974257,Y, ,39301,      1553.00,      1145.00
N,NTPC LTD,       330.90,       332.75,       334.05,       329.80,       332.50,               2336377442.05,7032282,Y, ,64357,       414.40,       315.55
N,OIL AND NATURAL GAS CORP.,       236.00,       235.44,       235.44,       233.60,       234.65,               1252209953.16,5338085,Y,XD,49732,       307.50,       227.65
N,POWER GRID CORP. LTD.,       265.60,       266.90,       267.50,       265.05,       266.00,               2120572391.70,7967122,Y, ,60237,       324.95,       250.00
N,RELIANCE INDUSTRIES LTD,      1302.50,      1304.10,      1333.00,      1304.10,      1322.00,              17283587823.90,13031534,Y, ,181295,      1611.80,      1249.80
N,SBI LIFE INSURANCE CO LTD,      1715.00,      1715.00,      1775.00,      1707.40,      1775.00,               3022210304.30,1720166,Y, ,54483,      2132.00,      1700.40
N,STATE BANK OF INDIA,      1023.40,      1026.00,      1029.20,      1016.10,      1016.10,               6869612159.90,6724566,Y, ,146219,      1234.70,       802.65
N,SHRIRAM FINANCE LIMITED,      1044.20,      1044.20,      1052.80,      1037.00,      1041.00,               4311670826.30,4135730,Y, ,60483,      1153.70,       578.60
N,SUN PHARMACEUTICAL IND L,      1916.00,      1912.00,      1917.30,      1895.00,      1899.00,               1448655808.50,761333,Y, ,48684,      2046.90,      1548.00
N,TATA CONSUMER PRODUCT LTD,      1019.20,      1020.00,      1022.90,      1008.50,      1010.00,               1044105683.20,1030689,Y, ,33815,      1282.70,      1007.20
N,TATA STEEL LIMITED,       184.20,       184.20,       189.90,       182.84,       188.79,               6838451656.64,36500951,Y, ,121419,       224.40,       153.70
N,TATA CONSULTANCY SERV LT,      2320.10,      2330.00,      2363.90,      2302.40,      2304.00,               5951009095.30,2564322,Y, ,112846,      3350.00,      1976.80
N,TECH MAHINDRA LIMITED,      1598.00,      1605.10,      1623.40,      1586.90,      1596.90,               1874570781.10,1173518,Y, ,27058,      1854.00,      1304.10
N,TITAN COMPANY LIMITED,      5027.00,      5010.00,      5022.00,      4980.00,      5020.00,               1554778536.00,310845,Y, ,34506,      5186.70,      3303.10
N,TATA MOTORS PASS VEH LTD,       312.00,       312.00,       315.50,       310.65,       311.50,               1254810683.15,4010174,Y, ,46778,       421.55,       294.30
N,TRENT LTD,      2815.60,      2849.00,      2879.00,      2833.20,      2853.00,               1651637843.70,577393,Y, ,49772,      5674.00,      2680.00
N,ULTRATECH CEMENT LIMITED,     11275.00,     11357.00,     11434.00,     11292.00,     11408.00,               3186985067.00,280870,Y, ,34646,     13110.00,     10325.00
N,WIPRO LTD,       175.72,       176.74,       178.75,       176.40,       176.40,               1222502362.77,6882678,Y, ,48742,       273.10,       169.00
 , , , , , , , , , , , , , 
 ,NIFTY Next 50 Sec, , , , , , , , , , , , 
N,ABB INDIA LIMITED,      7432.00,      7445.50,      7470.00,      7376.00,      7410.00,               1116516031.50,150500,N, ,18754,      7924.50,      4637.50
N,ADANI ENERGY SOLUTION LTD,      1385.70,      1385.60,      1412.70,      1376.70,      1409.60,               1946073199.30,1386991,N, ,34134,      1789.00,       744.90
N,ADANI GREEN ENERGY LTD,      1283.40,      1288.00,      1304.50,      1278.20,      1301.30,                996144981.50,768437,N, ,25762,      1631.50,       765.00
N,ADANI POWER LTD,       208.29,       208.29,       208.99,       206.75,       207.20,               1936433429.16,9328145,N, ,49319,       723.00,       128.10
N,AMBUJA CEMENTS LTD,       405.00,       404.95,       408.20,       404.25,       405.00,                327743057.50,807422,N, ,13152,       600.80,       394.00
