MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,ALMONDZ GLOBAL SEC LTD,        17.66,        17.80,        18.09,        17.52,        17.89,                  5397065.14,302678,N, ,613,        22.10,        10.68
N,ALOK INDUSTRIES LIMITED,         7.53,         7.56,         8.28,         7.54,         7.83,                524704517.19,65791332,N, ,32342,        19.34,         7.06
N,ALPA LABORATORIES LTD,        63.30,        64.00,        64.00,        61.50,        62.71,                   578468.52,9194,N, ,161,        99.00,        46.10
N,ALPEX SOLAR LIMITED,       877.75,       877.65,       905.00,       864.95,       889.30,                 90475475.00,101900,N, ,617,      1374.85,       660.00
N,ALPINE TEXWORLD LIMITED,        57.17,        57.60,        58.95,        55.60,        57.76,                 19260026.54,337604,N, ,3446,       105.00,        50.46
N,ALUFLUORIDE LTD.,       502.15,       505.00,       505.00,       496.05,       499.05,                  2115600.30,4229,N, ,162,       509.90,       421.00
N,ALUWIND INFRA-TECH LTD,        48.50,        48.50,        49.40,        47.55,        49.20,                   437775.00,9000,N, ,6,        95.80,        40.00
N,AMAGI MEDIA LABS LIMITED,       562.35,       566.85,       570.00,       555.30,       563.30,                103217270.05,183462,N, ,6580,       727.40,       310.20
N,AMAL LTD.,       749.80,       748.00,       756.70,       735.00,       743.20,                  3672642.35,4940,N, ,369,       822.00,       730.05
N,AMARJOTHI SPINNING MILL L,       158.81,       159.00,       164.68,       158.00,       160.94,                  1570680.11,9739,N, ,85,       166.00,       150.35
N,AMBA AUTO SALES AND SER L,       109.55,       113.90,       113.90,       109.55,       110.50,                 14017200.00,126000,N, ,15,       137.50,        63.60
N,AMBER ENTERPRISES (I) LTD,      7410.00,      7428.00,      7524.00,      7380.00,      7474.00,                958773669.50,128335,N, ,19991,      8974.00,      5400.50
N,AMBICA AGAR & AROMAINDLTD,        26.33,        27.69,        28.35,        25.54,        27.21,                 14246641.92,520846,N, ,1482,        29.68,        20.00
N,AMBIKA COTTON MILL LTD.,      1634.70,      1649.90,      1650.00,      1624.30,      1639.10,                  9678668.20,5906,N, ,825,      1931.00,      1101.00
N,ANB METAL CAST LIMITED,       363.50,       357.00,       370.00,       357.00,       370.00,                   583960.00,1600,N, ,4,       554.00,       180.00
N,AMD INDUSTRIES LIMITED,        58.51,        58.00,        61.75,        58.00,        60.32,                  4470654.58,73559,N, ,950,        68.07,        33.77
N,AMEYA PRECISION ENG LTD,       107.15,       107.15,       107.15,       107.15,       107.15,                   214300.00,2000,N, ,1,       128.45,        86.00
N,AMJ LAND HOLDINGS LIMITED,        39.60,        39.79,        39.92,        38.63,        39.47,                   138832.95,3541,N, ,119,        61.00,        30.30
N,AMINES & PLASTICIZERS LTD,       176.07,       179.95,       179.95,       172.80,       172.89,                   984167.66,5639,N, ,291,       250.00,       127.00
N,AMRUTAJAN HEALTH LTD,       507.35,       509.00,       516.00,       500.10,       505.45,                 20742267.40,41069,N, ,1038,       790.95,       482.80
N,ANAND RATHI WEALTH LTD,      2205.30,      2213.00,      2224.00,      2201.00,      2215.90,                265196998.30,119776,N, ,13636,      3735.00,      1710.60
N,ANANTAM HIGHWAYS TRUST,       106.00,       106.00,       106.39,       105.66,       106.00,                  1431325.96,13503,N, ,87,       117.00,       100.10
N,ANANT RAJ LIMITED,       628.30,       633.00,       646.40,       622.10,       625.45,               2673085693.55,4215356,N, ,66431,       743.65,       403.00
N,ANAWIL WIRE AND ENGIN LTD,       382.50,       379.80,       393.90,       369.00,       382.40,                117413600.00,308800,N, ,655,       491.95,       313.20
N,ANDHRA PAPER LIMITED,        63.29,        63.80,        64.98,        62.22,        64.45,                 21883284.51,342517,N, ,2631,        86.89,        58.00
N,ANDHRA SUGARS LTD,       101.29,       102.19,       102.71,        98.75,        99.51,                 47824065.33,477164,N, ,5143,       107.23,        66.50
N,ANDREW YULE & CO. LTD.,        27.98,        28.00,        28.50,        27.79,        27.93,                  1197794.99,42562,N, ,286,        40.70,        18.80
N,ANGEL ONE LIMITED,       286.00,       295.10,       308.35,       294.75,       299.80,               8825066015.90,29274355,N, ,175151,      2867.00,       208.63
N,ANIK INDUSTRIES LTD,        44.99,        45.20,        46.95,        45.00,        45.00,                    92546.22,2038,N, ,35,        96.86,        32.50
N,ANLON TECHNOLOGY SOL LTD,       658.00,       658.00,       673.95,       658.00,       670.00,                  4542580.00,6800,N, ,16,       748.00,       335.00
N,ANMOL INDIA LIMITED,        10.04,        10.00,        10.20,         9.70,        10.08,                   485464.22,48326,N, ,241,        17.74,         8.40
N,ANNAPURNA SWADISHT LTD,       147.78,       151.45,       151.45,       139.00,       140.20,                 13774275.44,96996,N, ,1165,       167.00,       139.00
N,ANONDITA MEDICARE LIMITED,      1099.90,      1105.00,      1144.80,      1105.00,      1109.55,                 79668500.00,71200,N, ,200,      1316.00,       261.75
N,ANSAL BUILDWELL LTD.,        76.35,        75.00,        83.00,        75.00,        80.68,                    71967.57,905,N, ,13,        92.40,        70.64
N,ANTELOPUS SELAN ENRGY LTD,      1013.30,      1001.00,      1028.80,       925.20,       957.15,               4805165352.50,4816181,N, ,130208,      1075.10,       357.00
N,ANTARCTICA LTD,         0.75,         0.75,         0.76,         0.73,         0.73,                   150438.62,202908,N, ,173,         1.17,         0.64
N,ANTHEM BIOSCIENCES LTD,       950.70,       970.00,       973.50,       926.80,       934.05,                821102343.75,872940,N, ,49939,       973.50,       579.15
N,ANUH PHARMA LIMITED,        79.68,        80.75,        82.35,        79.70,        81.10,                  6539239.53,80373,N, ,1399,        93.00,        67.00
N,THE ANUP ENGINEERING LTD,      1808.00,      1820.00,      1820.00,      1781.00,      1785.80,                 19147500.50,10691,N, ,1718,      2576.00,      1422.30
N,ANUPAM RASAYAN INDIA LTD,      1240.20,      1240.00,      1246.10,      1234.00,      1238.70,                101814132.70,82271,N, ,3801,      1415.00,      1045.20
N,ANYA POLYTECH & FERTI LTD,        15.05,        15.30,        15.30,        15.30,        15.30,                    76500.00,5000,N, ,1,        25.45,        14.15
N,ANZEN IND ENE YLD PLU TRU,       130.00,       129.00,       129.00,       129.00,       129.00,                  3225000.00,25000,N, ,1,       132.90,       114.00
N,APAR INDUSTRIES LTD.,     17704.00,     17689.00,     17895.00,     17365.00,     17421.00,               1640579285.00,93101,N, ,27628,     18465.00,      6801.00
N,ANJANI PORTLAND CEM LTD,       100.10,       102.50,       102.50,       100.11,       101.42,                   504691.74,4976,N, ,106,       148.78,        98.02
N,APCOTEX INDUSTRIES LIMITE,       650.40,       658.00,       665.00,       632.70,       635.50,                111377373.60,172649,N, ,8268,       712.00,       310.45
N,APEX FROZEN FOODS LIMITED,       376.75,       378.00,       383.60,       373.20,       375.15,                 37664500.90,99807,N, ,3751,       514.50,       208.74
N,APL APOLLO TUBES LTD,      2159.40,      2154.60,      2281.00,      2150.40,      2250.00,               2123707808.80,955928,N, ,31541,      2301.40,      1592.60
N,ALEMBIC PHARMA LTD,       803.65,       805.00,       811.75,       792.60,       808.20,                139867334.35,174296,N, ,13154,       998.00,       635.80
N,APOLLO MICRO SYSTEMS LTD,       383.25,       383.50,       392.95,       383.50,       388.90,               1747437304.55,4500219,N, ,33823,       466.50,       179.50
N,APOLLO PIPES LIMITED,       614.55,       617.00,       617.00,       600.55,       605.10,                 46377828.00,76562,N, ,2742,       668.80,       252.10
N,APOLLO TYRES LTD,       433.85,       433.85,       435.15,       428.25,       429.55,                175436511.95,407526,N, ,15940,       540.50,       365.30
N,APOLLO SINDOORI HOTEL LTD,      1233.10,      1233.10,      1248.00,      1212.00,      1218.10,                   764974.90,625,N, ,57,      1479.00,       950.00
N,APRAMEYA ENGINEERING LTD,       120.30,       120.00,       120.50,       115.00,       116.50,                  2482975.00,21000,N, ,33,       360.00,       114.25
N,AUSTRALIAN PREM SOLAR I L,       245.00,       245.00,       248.65,       241.00,       244.75,                  2941150.00,12000,N, ,40,       543.95,       228.00
N,APTUS VALUE HSG FIN I LTD,       257.31,       257.31,       261.96,       256.20,       258.85,                311197175.14,1203338,N, ,33845,       353.25,       193.03
N,AQYLON NEXUS LIMITED,        21.59,        22.18,        22.66,        21.76,        22.46,                 12377345.92,555317,N, ,1622,      2247.00,        19.66
N,ARCHIDPLY IND. LTD,       105.99,       107.99,       107.99,       103.65,       104.89,                  1832632.45,17295,N, ,307,       124.78,        60.00
N,ARCHIES LTD,        12.91,        13.00,        13.20,        12.80,        12.90,                   134089.58,10318,N, ,98,        24.38,        10.86
N,ARC INSULATION & INSU LTD,        37.90,        37.20,        37.20,        36.00,        36.95,                   147150.00,4000,N, ,4,       136.50,        34.50
N,ARCL ORGANICS LTD.,       228.30,       238.25,       238.25,       216.89,       225.00,                   220537.69,998,N, ,54,       249.68,       216.89
N,ARDEE INDUSTRIES LIMITED,        54.84,        55.97,        56.14,        55.20,        55.66,                124632052.43,2239330,N, ,12131,        73.19,        54.48
N,AMARA RAJA ENERGY MOB LTD,       860.40,       861.30,       868.95,       855.05,       864.20,                314148605.05,363791,N, ,21774,      1057.85,       670.00
N,RAJDARSHAN INDUSTRIES LTD,        35.06,        36.00,        36.00,        34.60,        34.65,                    20991.39,597,N, ,22,        60.79,        30.01
N,ARFIN INDIA LIMITED,        89.09,        89.02,        89.02,        85.89,        87.24,                 99188227.23,1136109,N, ,4595,       106.20,        32.00
N,ARHAM TECHNOLOGIES LTD,       214.45,       215.00,       215.00,       208.00,       213.95,                 17230900.00,81000,N, ,59,       223.75,        93.55
N,ARIES AGRO LTD.,       496.60,       496.55,       506.95,       486.30,       500.10,                 29715171.55,59836,N, ,2666,       517.90,       285.35
N,ARIHANT FOUN & HOU LTD,       920.65,       959.00,       994.80,       920.50,       953.15,                  1112764.10,1172,N, ,176,      1225.00,       762.60
N,ARIHANT ACADEMY LIMITED,       496.00,       495.00,       500.00,       495.00,       498.25,                  1793780.00,3600,N, ,9,       555.00,       375.00
N,ARIHANT CAPITAL MKTS LTD,        78.52,        78.88,        80.40,        78.35,        79.69,                 18733203.12,235293,N, ,1413,       120.00,        56.97
N,ARIHANT SUPERSTRUCT LTD,       236.15,       239.00,       239.00,       228.00,       229.50,                  8916907.30,37696,N, ,412,       465.00,       188.80
N,ARISINFRA SOLUTIONS LTD,       129.43,       130.00,       132.89,       127.10,       128.56,                213311946.96,1642011,N, ,8777,       178.30,        82.18
N,ARKADE DEVELOPERS LIMITED,       124.17,       125.40,       126.45,       121.78,       125.22,                 35325916.48,285467,N, ,3435,       188.25,        92.62
N,ARMAN FIN SERV LTD,      1991.90,      1987.20,      2083.00,      1987.20,      2069.30,                 87630756.30,42583,N, ,4530,      2158.60,      1301.00
N,ARO GRANITE IND. LTD.,        24.97,        25.05,        25.05,        24.40,        24.55,                   127040.90,5191,N, ,39,        45.63,        18.67
N,ANAND RATHI SH N STK BR L,       514.95,       520.65,       529.40,       513.35,       515.05,                 79767694.15,153131,N, ,4296,       794.85,       416.00
N,ARTEMIS MED SERVICE LTD,       319.85,       321.00,       339.30,       318.30,       332.80,                295886045.55,885338,N, ,23561,       339.30,       203.35
N,ART NIRMAN LIMITED,        40.43,        40.80,        40.99,        40.63,        40.63,                     7044.81,172,N, ,4,        66.97,        29.39
N,ARUNAYA ORGANICS LIMITED,        14.60,        14.30,        14.50,        14.30,        14.45,                   172200.00,12000,N, ,6,        31.45,        13.90
N,ARVEE LABORATORIES I LTD,       165.00,       165.61,       171.90,       163.00,       165.10,                   130858.86,790,N, ,41,       290.78,       129.11
N,ARVIND LIMITED,       567.00,       563.10,       566.00,       550.00,       552.95,                171795722.55,308497,N,XD,15618,       600.00,       277.90
N,ARVIND FASHIONS LIMITED,       454.30,       456.60,       458.05,       445.00,       446.50,                 34026053.60,75363,N, ,5220,       579.00,       366.20
N,ARVIND PORT AND INFRA LTD,        32.00,        32.00,        32.00,        32.00,        32.00,                   288000.00,9000,N, ,1,        71.25,        24.40
N,ARVIND SMARTSPACES LTD,       639.00,       645.60,       653.80,       640.05,       642.50,                 18379019.10,28414,N, ,1595,       707.85,       486.80
N,ARYAMAN FINANCIAL SERV L,       626.50,       615.00,       626.35,       615.00,       620.20,                    79899.30,129,N, ,10,       674.95,       570.00
N,ASAHI INDIA GLASS LIMITED,       962.25,       962.95,       969.80,       952.95,       955.90,                246070003.90,256318,N, ,15061,      1074.00,       775.10
N,AUTOMOTIVE STAMPINGS & AS,       486.30,       486.50,       486.50,       466.05,       473.75,                 11321120.85,23916,N, ,1757,       654.65,       374.50
N,ASSO ALCOHOLS & BREW LTD,       696.05,       696.05,       710.00,       696.05,       706.35,                 10045732.95,14302,N, ,1497,      1277.00,       660.65
N,ASHAPURA LOGISTICS LTD,        63.25,        62.50,        62.50,        62.50,        62.50,                    62500.00,1000,N, ,1,        92.60,        49.60
N,ASHAPURA MINECHEM LTD,       547.95,       549.85,       559.95,       546.00,       551.00,                152183165.65,275733,N, ,13177,       924.90,       455.10
N,ASHIANA HOUSING LTD,       366.55,       366.20,       370.40,       358.20,       359.55,                 14826575.10,40739,N, ,991,       435.90,       269.45
N,ASHIMA LTD,        17.88,        17.60,        18.34,        17.50,        17.89,                  3675024.39,207276,N, ,330,        26.00,        11.50
N,ASHOKA BUILDCON LTD,       117.32,       117.25,       118.18,       115.00,       115.55,                115767124.26,998292,N, ,9403,       214.50,       101.00
N,ASHOKA METCAST LIMITED,        13.47,        13.95,        13.99,        13.38,        13.58,                   236690.95,17200,N, ,103,        21.00,        12.13
N,ASHOK LEYLAND LTD,       169.35,       168.98,       173.29,       168.18,       169.00,               2304474435.93,13509881,N, ,59938,       215.42,       125.85
N,ASHWINI CONTAINER MOVER L,       180.00,       180.00,       180.00,       180.00,       180.00,                   180000.00,1000,N, ,1,       219.90,       120.00
N,ASIAN ENERGY SERVICES LTD,       523.00,       527.05,       538.00,       509.00,       517.45,                249638101.80,476280,N, ,15683,       538.00,       230.00
N,ASIAN HOTELS (NORTH) LTD,       383.85,       389.95,       390.85,       378.55,       384.75,                  4117347.95,10682,N, ,448,       402.55,       247.50
N,ASIAN GRANITO IND. LTD.,        49.96,        49.80,        50.50,        49.56,        50.26,                102651872.32,2049363,N, ,5169,        79.06,        42.50
N,ASIAN TEA & EXPORTS LTD.,         9.76,         9.50,         9.76,         9.34,         9.74,                   161341.41,16866,N, ,64,        10.99,         8.64
N,ASK AUTOMOTIVE LIMITED,       632.20,       639.00,       639.00,       615.15,       618.85,                102854566.55,164992,N, ,7129,       687.70,       375.30
N,ASPINWALL & CO LTD,       257.55,       257.65,       265.00,       257.55,       259.25,                   612578.30,2331,N, ,67,       299.80,       200.25
N,ASPIRE & INNOVATIVE ADV L,        13.05,        12.50,        13.25,        12.50,        13.25,                    51500.00,4000,N, ,2,        27.00,        10.20
N,ASSAM ENTRADE LIMITED,       831.00,       826.85,       830.00,       826.85,       830.00,                    13273.70,16,N, ,2,       857.75,       705.00
N,ASIAN STAR CO. LTD.,       578.50,       590.00,       597.90,       585.00,       585.00,                     5351.50,9,N, ,4,       723.00,       525.50
N,ASTEC LIFESCIENCES LTD,       573.25,       581.80,       581.80,       552.10,       554.45,                 24704757.90,43913,N, ,2181,       941.75,       513.40
N,ASTER DM QUALITY CARE LTD,       787.00,       790.85,       792.05,       780.35,       785.75,                911614568.70,1157850,N, ,41732,       891.30,       519.10
N,ASTRAL LIMITED,      1495.20,      1489.80,      1509.90,      1484.00,      1492.90,                984779588.80,658868,N, ,24797,      1768.70,      1311.60
N,ASTRA MICROWAVE LTD,      1665.10,      1666.10,      1741.00,      1666.10,      1729.00,                863137245.10,502645,N, ,26428,      1960.00,       851.00
N,ASTRAZENECA PHARMA IND LT,      6940.50,      6999.00,      7062.00,      6900.00,      6944.00,                 45222732.00,6489,N, ,2682,      9849.50,      6835.00
N,ATAL REALTECH LIMITED,        25.90,        26.09,        26.40,        26.04,        26.22,                362621060.47,13883610,N, ,5677,        36.70,        17.75
N,ATAM VALVES LIMITED,        54.79,        55.99,        58.40,        50.00,        52.99,                  2280440.59,42586,N, ,445,       111.00,        48.50
N,ADANI TOTAL GAS LIMITED,       614.05,       614.00,       619.80,       610.55,       612.35,                274247319.60,445851,N, ,15365,       859.85,       462.80
N,ATHER ENERGY LIMITED,      1638.90,      1644.00,      1644.50,      1560.90,      1584.00,               8886302451.80,5585636,N, ,146553,      1744.00,       445.30
N,ALLCARGO TERMINALS LTD,        24.26,        24.49,        25.65,        24.32,        25.31,                  5518913.51,220494,N, ,2019,        40.51,        18.20
N,ATLANTAA LIMITED,        39.86,        41.28,        41.28,        39.00,        39.15,                   819155.34,20793,N, ,370,        73.39,        29.61
N,ATLANTA ELECTRICALS LTD,      1886.40,      1905.90,      1920.00,      1847.90,      1881.70,                193512208.80,102999,N, ,12287,      2152.60,       707.60
N,ATLAS CYCLE (HARYANA) LTD,        95.44,        96.44,        96.44,        93.50,        96.18,                   351615.80,3691,N, ,109,       123.67,        76.15
N,ATL RE.0.50 PPD UP,         9.10,         9.06,         9.20,         9.00,         9.00,                     3080.00,342,N, ,9,        13.49,         6.22
N,ATMASTCO LIMITED,       139.75,       140.00,       140.75,       137.60,       139.50,                  1283240.00,9200,N, ,12,       247.50,        98.00
N,ATUL LTD,      6469.00,      6476.00,      6515.50,      6370.50,      6386.00,                117557736.50,18343,N, ,6096,      7180.00,      5560.50
N,ATUL AUTO LIMITED,       461.30,       462.00,       467.20,       458.35,       465.15,                 40936212.50,88513,N, ,3469,       596.55,       380.05
N,AU SMALL FINANCE BANK LTD,      1072.00,      1071.90,      1074.10,      1060.40,      1065.00,                644294683.10,602949,N, ,31140,      1144.10,       682.15
N,AUGMONT ENTERPRISES LTD,       922.70,       922.70,       940.10,       894.00,       901.50,                864620013.85,942895,N, ,33716,      1019.80,       851.00
N,AURIONPRO SOLN LTD,       686.45,       691.00,       697.30,       686.00,       689.70,                 67850598.35,98258,N, ,4773,      1334.80,       680.15
N,AURO IMPEX & CHEMICALS L,        28.65,        27.55,        27.55,        27.25,        27.50,                   437920.00,16000,N, ,10,        53.95,        21.25
N,AUROBINDO PHARMA LTD,      1637.30,      1637.30,      1661.50,      1622.60,      1653.10,                947192281.70,573938,N, ,26194,      1717.00,      1016.10
N,AURUM PROPTECH LIMITED,       224.76,       226.70,       228.55,       223.70,       225.16,                 20075958.83,88743,N, ,2073,       264.64,       151.90
N,AURUS GEM CORP LIMITED,         4.62,         4.70,         4.95,         4.57,         4.84,                   127387.94,26293,N, ,155,         7.49,         4.10
N,ADITYA ULTRA STEEL LTD,        25.80,        24.55,        24.55,        24.55,        24.55,                    49100.00,2000,N, ,1,        40.65,        17.35
N,AUSOM ENTERPRISE LIMITED,       159.95,       162.00,       166.59,       155.20,       161.79,                  3064350.93,18928,N, ,204,       178.00,        93.00
N,AUSTIN ENGINEERING CO. L,       124.70,       124.70,       124.70,       121.30,       124.70,                   117527.11,951,N, ,37,       134.00,       110.00
N,AUTOMOTIVE AXLES LIMITED,      1705.40,      1710.00,      1717.80,      1684.10,      1688.70,                 12252961.80,7212,N, ,838,      2115.00,      1540.20
N,AUTOLINE INDUSTRIES LTD,        92.75,        94.00,        95.90,        85.21,        86.45,                 53498993.66,600314,N, ,6554,       104.00,        48.35
N,AVADH SUG & ENERGY LTD,       831.10,       827.00,       827.00,       801.00,       809.50,                 78953673.35,97497,N, ,4353,       884.80,       306.05
N,AVALON TECHNOLOGIES LTD,      2248.60,      2320.00,      2347.70,      2175.00,      2196.60,               1543324603.50,683759,N, ,62829,      2400.00,       777.30
N,AVANCE TECHNOLOGIES LTD.,         0.82,         0.83,         0.83,         0.82,         0.82,                  2465295.71,2992770,N, ,1245,         0.94,         0.75
N,AVANTEL LIMITED,       156.50,       156.60,       158.38,       154.46,       154.96,                 85359412.18,546755,N, ,6048,       215.00,       117.05
N,AVANTI FEEDS LIMITED,       795.85,       797.10,       805.80,       795.50,       798.60,                166776989.55,208229,N, ,14589,      1593.80,       627.00
N,AVI ANSH TEXTILE LIMITED,       104.50,       104.50,       104.50,       102.50,       102.50,                   618500.00,6000,N, ,5,       123.50,        95.00
N,AVIENCE BIOMEDICALS LTD,       270.50,       272.00,       279.00,       270.05,       275.00,                  2799270.00,10200,N, ,16,       414.95,       222.00
N,ADITYA VISION LIMITED,       600.40,       604.00,       604.00,       590.40,       600.05,                135134137.45,226161,N, ,18774,       705.00,       436.55
N,AVONMORE CAP&MGT SERV LTD,        13.12,        13.74,        13.74,        12.93,        13.02,                  4072896.71,310318,N, ,722,        23.90,         9.05
N,AVP INFRACON LIMITED,        58.40,        58.50,        59.00,        58.00,        58.25,                  1070960.00,18400,N, ,17,       189.45,        54.50
N,AVRO INDIA LIMITED,         8.97,         8.78,         8.96,         8.60,         8.72,                  3432490.36,390578,N, ,1288,       159.90,         8.00
N,AVT NATURAL PRODUCTS LTD,        91.64,        93.66,        93.66,        90.45,        91.02,                 28318141.42,309025,N, ,3137,        97.00,        53.50
N,AWFIS SPACE SOLUTIONS LTD,       256.50,       258.00,       262.95,       256.55,       260.80,                 30987027.95,118804,N, ,3931,       639.40,       229.05
N,ANTONY WASTE HDG CELL LTD,       371.40,       372.20,       374.85,       367.05,       370.80,                 23943766.70,64504,N, ,3214,       616.00,       367.05
N,AWL AGRI BUSINESS LIMITED,       190.79,       191.11,       191.90,       186.20,       187.29,                562059740.73,2987354,N, ,35133,       282.90,       171.19
N,AXISCADES TECH LTD,      1730.40,      1735.20,      1765.00,      1701.70,      1711.60,                292321339.60,168634,N, ,14233,      2211.00,      1063.30
N,AXITA COTTON LIMITED,         8.01,         8.11,         8.14,         8.01,         8.01,                  2858146.74,356179,N, ,600,        13.42,         6.57
N,AXTEL INDUSTRIES LTD.,       394.80,       388.60,       396.70,       388.60,       394.50,                   577845.15,1470,N, ,43,       424.95,       385.00
N,AYE FINANCE LIMITED,       180.61,       182.05,       188.95,       180.84,       184.81,                227713546.74,1223851,N, ,20556,       197.29,        88.22
N,AYM SYNTEX LIMITED,       317.25,       317.25,       323.45,       305.10,       310.70,                 39242961.35,124761,N, ,4405,       325.00,       141.53
N,AZAD ENGINEERING LIMITED,      2766.90,      2770.00,      2824.30,      2753.40,      2777.30,                624898969.10,224210,N, ,18137,      2986.60,      1360.00
N,AZAD INDIA MOBILITY LTD.,        90.32,        90.32,        90.97,        89.00,        89.59,                  3302057.50,36841,N, ,402,        98.99,        72.97
N,BABA FOOD PROCESSING,        25.50,        24.00,        24.00,        23.85,        23.85,                   153120.00,6400,N, ,4,        42.45,        17.65
N,B.A.G.CONVERGENCE LIMITED,       106.00,       106.00,       106.00,       105.00,       105.00,                  1180880.00,11200,N, ,5,       139.00,        95.75
N,B.A.G FILMS AND MEDIA LTD,         4.32,         4.35,         4.60,         4.29,         4.51,                  1010761.20,225253,N, ,226,         8.00,         3.61
N,BAGMANE PRIME OFFICE REIT,       106.38,       107.04,       107.04,       105.90,       106.28,                 42466543.54,399564,N, ,4657,       110.46,       102.25
N,BAHETI RECYCLING IND LTD,       849.45,       881.00,       881.00,       842.65,       846.00,                 11828850.00,13875,N, ,27,       881.00,       478.00
N,BAID FINSERV LIMITED,        10.10,        10.23,        10.23,         9.91,        10.12,                   444006.39,43775,N, ,165,        12.98,         8.80
N,BAJAJ CONSUMER CARE LTD,       508.95,       512.00,       519.80,       507.50,       517.55,                657173077.40,1279757,N, ,26101,       692.00,       220.10
N,BAJAJ ELECT.LTD,       334.20,       334.00,       337.15,       330.00,       331.15,                 24434097.65,73439,N, ,2379,       653.80,       301.00
N,BAJAJ HEALTHCARE LIMITED,       325.20,       327.80,       331.90,       319.85,       321.45,                148591192.70,458849,N, ,5529,       515.90,       272.35
N,BAJAJ HOUSING FINANCE LTD,        82.95,        83.00,        83.55,        82.93,        83.08,                151768998.25,1824719,N, ,19747,       117.00,        72.65
N,BAJAJ HINDUSTHAN SUGAR LT,        22.08,        22.18,        22.18,        21.50,        21.86,                462969000.48,21280859,N, ,23788,        26.00,        14.85
N,INDEF MANUFACTURING LTD,       220.84,       221.30,       224.90,       220.53,       222.69,                  6763634.17,30501,N, ,435,       442.60,       207.25
N,BAJAJ STEEL INDS. LTD.,       361.50,       366.70,       366.85,       361.70,       362.95,                  1809679.55,4966,N, ,438,       507.80,       343.00
N,BAJEL PROJECTS LIMITED,       185.69,       185.69,       188.12,       182.53,       183.82,                 17509910.49,94742,N, ,1983,       226.69,       135.10
N,SHREE TIRUPATI BALAJEE L,        26.15,        26.65,        26.65,        26.11,        26.16,                   455973.20,17375,N, ,129,        59.90,        21.10
N,BALAJI PHOSPHATES LIMITED,       108.25,       109.95,       114.80,       109.95,       114.00,                  1458700.00,13000,N, ,10,       184.70,        78.80
N,BALAJI TELEFILMS LIMITED.,        91.31,        91.25,        95.70,        88.36,        93.17,                141071087.04,1526021,N, ,10826,       141.32,        69.52
N,BALAJI AMINES LIMITED,      2417.80,      2432.00,      2550.00,      2432.00,      2525.20,               1533578295.50,608894,N, ,55081,      2550.00,       968.10
N,BALAXI PHARMA LTD,        25.80,        26.60,        26.60,        24.93,        25.37,                  1302032.60,50780,N, ,216,        47.87,        15.20
N,SOLVE PLASTIC PRODUCTS L,        18.45,        17.55,        19.00,        17.55,        19.00,                    66420.00,3600,N, ,3,        31.85,        13.40
N,BALKRISHNA PAPER MILLS L,        17.48,        17.50,        17.50,        17.00,        17.08,                   104245.52,6016,N, ,71,        25.97,        12.00
N,BALKRISHNA IND. LTD,      2327.30,      2330.00,      2346.30,      2264.00,      2284.60,                742163483.20,324489,N, ,29526,      2775.00,      1970.00
N,BALMER LAWRIE & CO LTD,       176.93,       177.75,       178.44,       177.30,       177.98,                 19010279.41,106907,N, ,1933,       238.20,       148.36
N,BAL PHARMA LTD.,        87.71,        87.70,        89.69,        87.10,        87.73,                   720777.45,8210,N, ,199,        98.85,        60.00
N,BALRAMPUR CHINI MILLS LTD,       704.35,       697.00,       702.00,       682.50,       690.60,               1543249872.90,2232338,N, ,43329,       780.95,       393.55
N,BALU FORGE INDUSTRIES LTD,       570.35,       572.50,       585.35,       563.60,       574.10,                750415894.45,1304593,N, ,21451,       697.00,       341.05
N,BANARAS BEADS LTD,       114.85,       114.01,       115.89,       113.52,       113.90,                   148988.04,1302,N, ,51,       164.70,        96.05
N,BANNARI AMMAN SUGARS LTD,      3874.70,      3878.20,      3883.00,      3774.00,      3803.30,                  3276412.60,857,N, ,190,      4338.00,      3105.20
N,BANCO PRODUCTS (I) LTD,       616.90,       618.40,       629.10,       616.50,       623.50,                 48478421.00,77773,N, ,6891,       879.80,       502.00
N,BANDHAN BANK LIMITED,       164.23,       165.11,       166.74,       164.50,       164.95,                484362717.92,2928918,N, ,21919,       220.76,       134.25
N,BANG OVERSEAS LTD.,        34.17,        34.16,        34.97,        33.30,        34.79,                  2706437.32,78335,N, ,468,        62.07,        25.84
N,BANKA BIOLOO LIMITED,        75.27,        79.00,        79.00,        77.25,        79.00,                   411657.40,5253,N, ,37,        97.88,        41.00
N,BANK OF INDIA,       145.00,       144.80,       145.80,       144.11,       145.00,                421059917.66,2902558,N, ,44590,       178.36,       110.68
N,BANSAL WIRE INDUSTRIES L,       319.00,       319.00,       322.75,       313.25,       315.00,                 20019986.45,63070,N, ,2867,       374.00,       222.50
N,BANSWARA SYNTEX LIMITED,       117.78,       119.38,       120.00,       116.26,       117.05,                  3671154.63,31201,N, ,314,       144.00,        93.73
N,BARFLEX POLYFILMS LIMITED,        60.90,        60.90,        60.90,        58.05,        60.90,                   718400.00,12000,N, ,6,        82.40,        50.05
N,BASF INDIA LTD,      3832.40,      3835.00,      3907.00,      3829.40,      3864.90,                116983697.10,30319,N, ,4174,      4829.90,      3122.20
