MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,SERVICE,SERVICE CARE LIMITED,        69.40,        70.80,        71.85,        67.25,        69.45,                  2349400.00,34000, ,        73.00,        39.20
N,SM,SCML,SHARP CHUCKS N MACHINES L,        83.20,        84.00,        84.10,        74.00,        81.00,                  1115100.00,14000, ,       159.50,        68.05
N,ST,SHEEL,SHEEL BIOTECH LIMITED,        64.50,        63.00,        63.00,        61.60,        61.60,                   372400.00,6000, ,        95.55,        37.80
N,SM,SHEETAL,SHEETAL UNIVERSAL LIMITED,       348.00,       348.10,       348.10,       348.10,       348.10,                   174050.00,500, ,       352.00,       114.00
N,SM,SHERA,SHERA ENERGY LIMITED,       182.40,       183.10,       186.80,       181.90,       182.30,                  6246300.00,34000, ,       193.35,        94.95
N,SM,SHIGAN,SHIGAN QUANTUM TECH LTD,        73.95,        74.00,        74.00,        71.10,        71.10,                   650925.00,9000, ,        88.00,        41.20
N,SM,SPCL,SHIVALIC POWER CONTROL L,        61.20,        61.30,        62.95,        61.00,        62.60,                  1372050.00,22200, ,       123.40,        58.95
N,SM,SHIVASHRIT,SHIVASHRIT FOODS LIMITED,       120.95,       120.95,       123.50,       120.00,       120.00,                  4114350.00,34000, ,       148.50,        96.00
N,SM,SHREEKARNI,SHREE KARNI FABCOM LTD,       386.65,       382.00,       383.50,       372.00,       380.20,                  1530780.00,4050, ,       712.00,       317.10
N,SM,SHREEOSFM,SHREE OSFM E-MOBILITY LTD,        55.95,        56.40,        56.50,        56.40,        56.50,                   112900.00,2000, ,       123.95,        50.10
N,SM,TIRUPATI,SHREE TIRUPATI BALAJEE,       324.00,       308.00,       308.00,       308.00,       308.00,                    38500.00,125, ,       893.00,       295.00
N,ST,SHREEDHAR,SHREEDHAR SPINNERS LTD,       112.55,       108.55,       115.00,       108.50,       114.30,                  2215700.00,20000, ,       128.00,        54.40
N,SM,SHETHJI,SHREEJI GLOBAL FMCG LTD,       190.25,       190.60,       208.95,       190.60,       195.95,                 13901000.00,72000, ,       208.95,        95.50
N,ST,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,       473.10,       480.00,       488.00,       458.00,       485.50,                  5700000.00,12000, ,       502.90,       208.55
N,SM,SHKSIL,SHRI HARE-KRI SPO IRON L,        34.25,        35.00,        35.50,        32.95,        34.00,                  1086800.00,32000, ,        78.35,        30.20
N,SM,SHRIKANHA,SHRI KANHA STAINLESS LTD,        21.70,        21.20,        21.20,        20.85,        20.85,                   234640.00,11200, ,        88.00,        15.10
N,SM,SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,       352.00,       352.00,       352.00,       335.00,       349.95,                   731025.00,2100, ,       475.00,       274.00
N,ST,SHYAMDHANI,SHYAM DHANI INDUSTRIES L,        54.00,        52.70,        52.70,        52.70,        52.70,                   105400.00,2000, ,       139.65,        47.00
N,SM,SIDDHICOTS,SIDDHI COTSPIN LIMITED,        26.60,        27.60,        27.60,        26.95,        27.05,                   162840.00,6000, ,        86.40,        26.50
N,SM,SIDDHIKA,SIDDHIKA COATINGS LIMITED,       223.00,       223.00,       225.00,       223.00,       225.00,                   561450.00,2500, ,       250.00,       180.65
N,SM,SILKFLEX,SILKFLEX POLYMERS INDIA L,       274.60,       288.30,       288.30,       283.00,       288.30,                 17228850.00,60000, ,       288.30,        76.00
N,SM,SILKY,SILKY OVERSEAS LIMITED,        69.95,        68.50,        71.95,        68.50,        71.95,                   223480.00,3200, ,       164.40,        62.00
N,ST,SIMCA,SIMCA ADVERTISING LIMITED,       257.65,       258.60,       260.00,       258.00,       260.00,                   776760.00,3000, ,       291.00,       132.00
N,SM,SKP,SKP BEARING INDUSTRI. LTD,       146.60,       147.10,       152.50,       146.85,       151.50,                  6960525.00,46500, ,       238.00,       137.00
N,SM,SKYTECH,SKYTECH INFINITE PLATFM L,        44.50,        40.05,        40.05,        40.05,        40.05,                  1281600.00,32000, ,        74.00,        40.05
N,ST,SLONE,SLONE INFOSYSTEMS LIMITED,       179.85,       187.65,       188.80,       180.00,       187.00,                  5421680.00,29600, ,       371.45,       110.00
N,ST,SMARTEN,SMARTEN POWER SYSTEMS LTD,        54.85,        54.85,        54.85,        54.85,        54.85,                    65820.00,1200, ,       104.80,        42.00
N,SM,SNEHAA,SNEHAA ORGANICS LIMITED,        46.00,        47.00,        49.50,        47.00,        47.00,                   288100.00,6000, ,       122.00,        35.50
N,SM,BALCO,SOLVE PLASTIC PRODUCTS L,        18.45,        17.55,        19.00,        17.55,        19.00,                    66420.00,3600, ,        31.85,        13.40
N,SM,SONAMAC,SONA MACHINERY LIMITED,        34.10,        35.80,        35.80,        33.00,        33.00,                   237150.00,7000, ,        88.00,        27.10
N,ST,SONUINFRA,SONU INFRATECH LIMITED,        42.35,        44.45,        44.45,        44.30,        44.45,                  3062550.00,69000, ,       114.80,        33.30
N,SM,SPRL,SP REFRACTORIES LIMITED,       102.50,       102.50,       102.50,       102.50,       102.50,                    82000.00,800, ,       199.40,        74.50
N,SM,SPEB,SPEB ADHESIVES LIMITED,        94.50,        95.00,        95.00,        95.00,        95.00,                   190000.00,2000, ,        98.25,        46.55
N,SM,SPECTSTM,SPECTRUM TALENT MGMT LTD,        56.00,        56.00,        56.00,        56.00,        56.00,                    44800.00,800, ,       119.00,        50.75
N,SM,SPUNWEB,SPUNWEB NONWOVEN LIMITED,       101.10,       105.00,       106.00,       101.10,       102.90,                  3495060.00,33600, ,       173.55,        80.00
N,ST,SSFL,SRIVARI SPICES N FOODS L,       265.65,       268.00,       271.00,       260.00,       260.00,                  1314550.00,5000, ,       295.10,        86.00
N,ST,SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,        76.65,        78.00,        79.00,        78.00,        79.00,                   236000.00,3000, ,        98.00,        39.00
N,SM,STRIDERS,STRIDERS IMPEX LIMITED,        66.00,        64.70,        64.70,        64.70,        64.70,                   310560.00,4800, ,        82.00,        49.00
N,SM,STUDIOLSD,STUDIO LSD LIMITED,         9.50,         9.80,         9.90,         9.30,         9.85,                   193400.00,20000, ,        33.45,         7.15
N,SM,SUBAHOTELS,SUBA HOTELS LIMITED,       100.00,       100.00,       101.00,        97.70,        98.30,                  3568920.00,36000, ,       200.00,        95.05
N,ST,SUMAX,SUMAX ENGINEERING LIMITED,       110.65,       108.10,       111.80,       105.15,       106.50,                 29863740.00,276000, ,       116.00,       104.95
N,SM,SOCL,SUNDREX OIL COMPANY LTD,        29.00,        29.00,        29.60,        29.00,        29.50,                   327600.00,11200, ,        68.80,        23.65
N,SM,SEL,SUNGARNER ENERGIES LTD,       305.00,       312.50,       320.25,       307.00,       317.95,                  1509660.00,4800, ,       324.00,       115.25
N,SM,SUNLITE,SUNLITE RECYCLING IND LTD,       540.35,       540.35,       550.00,       540.05,       542.50,                  6220665.00,11400, ,       583.55,       148.95
N,SM,SUNREST,SUNREST LIFESCIENCE LTD,        38.75,        38.45,        39.00,        38.45,        39.00,                   372720.00,9600, ,        54.00,        29.55
N,SM,SUNTECH,SUNTECH INFRA SOLUTIONS L,        41.05,        40.10,        40.10,        40.05,        40.05,                   128240.00,3200, ,        69.90,        28.70
N,SM,SFML,SUPREME FACILITY MGMT LTD,        22.00,        21.80,        21.80,        21.50,        21.50,                   516800.00,24000, ,        43.50,        16.50
N,SM,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       219.10,       219.10,       232.00,       214.15,       222.60,                 14519750.00,65500, ,       291.35,       130.55
N,SM,SURANI,SURANI STEEL TUBES LTD.,       100.00,        99.80,        99.80,        94.00,        99.70,                   920130.00,9600, ,       143.60,        47.30
N,ST,SWASTIK,SWASTIK PIPE LIMITED,        20.00,        20.00,        20.00,        19.00,        19.00,                    70800.00,3600, ,        36.95,        12.50
N,SM,SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,        53.05,        55.55,        55.55,        55.55,        55.55,                   222200.00,4000, ,        74.80,        40.00
N,ST,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        47.00,        47.20,        49.35,        44.65,        49.35,                   281250.00,6000, ,       112.35,        39.65
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       230.10,       228.00,       230.20,       223.25,       225.25,                  2891820.00,12800, ,       411.00,       202.55
N,ST,TAC,TAC INFOSEC LIMITED,       437.25,       431.00,       445.00,       424.60,       433.35,                  9915350.00,22800, ,      1420.00,       347.40
G,ST,TANKUP,TANKUP ENGINEERS LIMITED,      1608.35,      1639.00,      1639.00,      1598.00,      1598.00,                  3639000.00,2250, ,      1639.00,       319.95
N,ST,TAURIAN,TAURIAN MPS LIMITED,       506.00,       506.00,       506.00,       483.20,       494.00,                  7474800.00,15200, ,       545.25,       192.00
N,SM,TBI,TBI CORN LIMITED,        72.70,        73.80,        75.90,        73.00,        73.55,                  9314370.00,125400, ,       105.85,        55.00
N,ST,TEAMTECH,TEAMTECH FORMWORK SOL LTD,       138.00,       136.00,       137.00,       136.00,       137.00,                  1090000.00,8000, ,       143.80,        68.25
N,SM,TECHD,TECHD CYBERSECURITY LTD,       531.00,       531.10,       535.00,       528.00,       533.55,                 10362645.00,19500, ,       843.60,       360.00
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       158.80,       158.65,       161.80,       156.25,       160.90,                  3056960.00,19200, ,       325.70,       127.55
N,ST,TGL,TEERTH GOPICON LIMITED,        18.40,        18.05,        18.05,        18.05,        18.05,                     7220.00,400, ,        91.80,        14.10
N,SM,TEJA,TEJA ENGINEERING IND L,       240.30,       235.00,       238.00,       231.00,       236.05,                 13868190.00,58800, ,       775.00,       209.80
N,SM,TCL,THAAI CASTING LIMITED,       123.60,       123.60,       124.50,       120.10,       123.00,                  3534520.00,28800, ,       147.45,        74.05
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,        76.70,        77.00,        77.50,        75.45,        75.90,                  4277250.00,56000, ,       169.00,        71.15
N,SM,TECHLABS,TRIDENT TECHLABS LIMITED,       118.30,       121.00,       121.00,       114.00,       115.20,                  1773150.00,15125, ,       660.00,       105.00
N,SM,TROM,TROM INDUSTRIES LIMITED,        60.35,        60.35,        60.55,        59.50,        59.50,                   540090.00,9000, ,       109.80,        42.90
N,SM,TRUST,TRUST FINTECH LIMITED,        31.40,        30.95,        31.00,        29.50,        30.00,                   578370.00,19200, ,        77.00,        23.80
N,ST,TSC,TSC INDIA LIMITED,        41.00,        43.05,        43.05,        43.00,        43.05,                  1807200.00,42000, ,        71.00,        25.25
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        25.25,        25.35,        25.55,        25.00,        25.10,                  1717500.00,68000, ,        49.80,        25.00
N,SM,UMA,UMA CONVERTER LIMITED,        17.55,        17.30,        18.00,        17.30,        18.00,                   141200.00,8000, ,        24.50,        14.40
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       719.95,       719.95,       725.00,       700.00,       724.00,                  8230150.00,11500, ,       820.00,       133.65
N,SM,UNILEX,UNILEX COLOURS AND CHEM L,        27.45,        28.25,        28.25,        27.75,        27.75,                    89600.00,3200, ,        48.60,        20.05
G,ST,UHTL,UNITED HEAT TRANSFER LTD,       155.30,       158.40,       158.40,       158.40,       158.40,                 58291200.00,368000, ,       158.40,        44.00
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,        88.80,        85.00,        92.40,        84.40,        92.40,                   112050.40,1284, ,       282.65,        76.50
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       119.85,       119.55,       121.50,       116.65,       117.60,                  5088640.00,43200, ,       193.20,       114.00
N,SM,USHAFIN,USHA FINANCIAL SERVICES L,        51.00,        51.50,        54.95,        51.25,        54.70,                  3058000.00,57600, ,        54.95,        26.75
N,SM,UTKAL,UTKAL SPEC INDUS INDIA L,        46.90,        49.20,        49.20,        48.95,        48.95,                   196300.00,4000, ,        66.00,        22.60
N,ST,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       446.00,       446.00,       468.30,       440.00,       468.30,                 10931940.00,24000, ,       568.00,       160.05
N,SM,VMARCIND,V MARC INDIA LIMITED,       348.70,       347.95,       347.95,       313.85,       320.10,                370329525.00,1140000, ,      1708.00,       248.00
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        26.50,        27.45,        27.80,        27.40,        27.80,                   248100.00,9000, ,        39.60,        18.00
N,SM,VSCL,VADIVARHE SPCLTY CHEM LTD,        21.95,        21.00,        21.00,        20.90,        20.90,                   439350.00,21000, ,        31.80,        16.05
N,ST,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       160.30,       160.30,       160.50,       160.30,       160.50,                   192440.00,1200, ,       335.00,       150.00
N,SM,VALUE360,VALUE 360 COMMUNICATION L,        74.90,        69.00,        74.30,        69.00,        74.00,                   432360.00,6000, ,        91.00,        67.35
N,SM,DENTALKART,VASA DENTICITY LIMITED,       400.00,       402.00,       412.00,       402.00,       412.00,                  1744075.00,4250, ,       635.60,       322.50
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       160.00,       158.60,       164.00,       157.00,       157.00,                   381960.00,2400, ,       260.00,       142.00
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       114.35,       111.00,       114.50,       108.65,       113.05,                   832275.00,7500, ,       318.00,        79.80
N,SM,VERITAAS,VERITAAS ADVERTISING LTD,        31.45,        29.95,        30.00,        29.90,        29.90,                   251460.00,8400, ,        74.90,        28.60
N,SM,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,        54.00,        51.70,        56.70,        51.30,        56.70,                   160800.00,3000, ,       149.80,        35.95
N,SM,VICTORYEV,VICTORY ELEC VEHICL INT L,        15.20,        15.15,        15.65,        15.15,        15.65,                   185400.00,12000, ,        34.45,        13.70
N,ST,VIGOR,VIGOR PLAST INDIA LIMITED,       101.30,       101.30,       105.00,       101.30,       102.50,                  3339680.00,32000, ,       114.40,        44.75
N,SM,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        69.90,        67.60,        67.60,        63.00,        63.00,                  3444700.00,54000, ,       114.50,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       356.10,       356.10,       360.00,       350.00,       353.70,                  7732750.00,21750, ,       604.00,       320.00
N,SM,VILINBIO,VILIN BIO MED LIMITED,        51.70,        51.60,        54.25,        51.60,        54.25,                  3671200.00,68000, ,        54.40,        18.95
N,SM,VMOBILE,VINIT MOBILE LIMITED,        61.00,        59.05,        60.00,        58.85,        58.85,                   285760.00,4800, ,       155.00,        58.85
N,ST,VINSYS,VINSYS IT SERVICES IND LT,       597.00,       598.00,       598.00,       597.00,       597.00,                   448000.00,750, ,       610.90,       215.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1537.55,      1555.00,      1600.00,      1550.00,      1559.35,                 10536155.00,6700, ,      1730.00,       809.00
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       143.75,       143.80,       143.95,       138.00,       139.40,                  8959850.00,64000, ,       201.80,        99.50
N,SM,VISAMAN,VISAMAN GLOBAL SALES LTD,        64.60,        61.40,        61.40,        61.40,        61.40,                 31989400.00,521000, ,       145.00,        61.40
N,SM,VISDEM,VISDEM TECHNOSYS LIMITED,        94.70,        94.70,       107.95,        94.70,       103.75,                  2432340.00,24000, ,       132.80,        61.00
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       160.55,       160.00,       160.50,       158.00,       158.00,                   239250.00,1500, ,       218.90,       125.20
N,SM,VIESL,VISION INFRA EQUIP SOL L,       396.35,       393.00,       398.00,       384.00,       393.10,                 17183560.00,44000, ,       417.50,       170.00
N,SM,VIVIDEL,VIVID ELECTROMECH LIMITED,      1631.55,      1631.55,      1648.00,      1565.00,      1591.60,                 44099004.00,27360, ,      1690.00,       556.00
N,SM,VOLERCAR,VOLER CAR LIMITED,       210.00,       214.95,       252.00,       214.95,       246.95,                 38209360.00,160800, ,       292.90,       189.00
N,SM,WALPAR,WALPAR NUTRITIONS LIMITED,        24.10,        23.75,        23.75,        23.75,        23.75,                    47500.00,2000, ,        50.60,        21.25
N,SM,WINSOL,WINSOL ENGINEERS LIMITED,       112.50,       111.95,       120.00,       111.95,       116.00,                   936220.00,8000, ,       222.00,        93.50
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,       107.00,       110.00,       110.00,       104.00,       104.15,                  2273950.00,21500, ,       185.50,        75.15
N,SM,WOL3D,WOL 3D INDIA LIMITED,       130.00,       136.00,       136.50,       136.00,       136.50,                   272500.00,2000, ,       216.70,       106.65
N,ST,WOMANCART,WOMANCART LIMITED,       108.30,       111.90,       113.00,       104.10,       105.70,                  2169500.00,20000, ,       358.00,        88.00
N,SM,YAAP,YAAP DIGITAL LIMITED,       132.00,       141.90,       141.90,       135.00,       137.80,                  5367900.00,39000, ,       214.40,       117.00
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,       121.00,       122.00,       125.00,       122.00,       123.75,                   889080.00,7200, ,       153.50,        97.50
N,SM,YCCL,YASONS CHEMEX CARE LTD,         9.25,         9.25,         9.25,         8.40,         8.60,                   241500.00,27000, ,        13.95,         8.40
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        25.80,        25.80,        26.95,        25.50,        26.95,                    62600.00,2400, ,        39.30,        22.15
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       498.00,       493.15,       500.00,       468.00,       476.30,                 12430950.00,25800, ,       701.00,       460.00
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,        65.00,        66.00,        66.00,        65.00,        65.50,                   117900.00,1800, ,       124.75,        55.90
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        39.85,        40.50,        43.00,        40.50,        42.75,                   474080.00,11200, ,        73.45,        33.30
